corpus,framework,language,label,model,precision,recall,f1,support
eng.dep.scidtb,dep,eng,explanation,XLMR finetune,0.6153846153846154,0.2962962962962963,0.4,27
eng.dep.scidtb,dep,eng,frame,XLMR finetune,0.7961783439490446,0.8992805755395683,0.8445945945945946,139
eng.dep.scidtb,dep,eng,mode,XLMR finetune,0.8495575221238938,0.7933884297520661,0.8205128205128205,121
eng.dep.scidtb,dep,eng,organization,XLMR finetune,0.3333333333333333,0.041666666666666664,0.07407407407407407,48
eng.dep.scidtb,dep,eng,purpose,XLMR finetune,0.7659574468085106,0.8571428571428571,0.8089887640449438,126
eng.dep.scidtb,dep,eng,temporal,XLMR finetune,0.5714285714285714,0.8695652173913043,0.6896551724137931,23
eng.dep.scidtb,dep,eng,attribution,XLMR framework,0.9148936170212766,0.9923076923076923,0.9520295202952029,130
eng.dep.scidtb,dep,eng,causal,XLMR framework,0.29411764705882354,0.36585365853658536,0.32608695652173914,41
eng.dep.scidtb,dep,eng,comment,XLMR framework,0.6910994764397905,0.7457627118644068,0.717391304347826,177
eng.dep.scidtb,dep,eng,concession,XLMR framework,0.26666666666666666,0.5714285714285714,0.36363636363636365,21
eng.dep.scidtb,dep,eng,condition,XLMR framework,1.0,0.3333333333333333,0.5,33
eng.dep.scidtb,dep,eng,conjunction,XLMR framework,0.7647058823529411,0.8387096774193549,0.8,155
eng.dep.scidtb,dep,eng,contrast,XLMR framework,0.6785714285714286,0.5352112676056338,0.5984251968503937,71
eng.dep.scidtb,dep,eng,elaboration,XLMR framework,0.8392156862745098,0.8126582278481013,0.8257234726688103,790
eng.dep.scidtb,dep,eng,explanation,XLMR framework,0.7142857142857143,0.18518518518518517,0.29411764705882354,27
eng.dep.scidtb,dep,eng,frame,XLMR framework,0.8211920529801324,0.8920863309352518,0.8551724137931035,139
eng.dep.scidtb,dep,eng,mode,XLMR framework,0.8333333333333334,0.8264462809917356,0.8298755186721992,121
eng.dep.scidtb,dep,eng,organization,XLMR framework,0.0,0.0,0.0,48
eng.dep.scidtb,dep,eng,purpose,XLMR framework,0.7482993197278912,0.873015873015873,0.8058608058608059,126
eng.dep.scidtb,dep,eng,temporal,XLMR framework,0.5116279069767442,0.9565217391304348,0.6666666666666666,23
eng.dep.scidtb,dep,eng,attribution,XLMR frozen linear,0.8421052631578947,0.12307692307692308,0.21476510067114093,130
eng.dep.scidtb,dep,eng,causal,XLMR frozen linear,0.0,0.0,0.0,41
eng.dep.scidtb,dep,eng,comment,XLMR frozen linear,0.08333333333333333,0.005649717514124294,0.010582010582010581,177
eng.dep.scidtb,dep,eng,concession,XLMR frozen linear,0.0,0.0,0.0,21
eng.dep.scidtb,dep,eng,condition,XLMR frozen linear,0.0,0.0,0.0,33
eng.dep.scidtb,dep,eng,conjunction,XLMR frozen linear,0.2727272727272727,0.01935483870967742,0.03614457831325301,155
eng.dep.scidtb,dep,eng,contrast,XLMR frozen linear,0.0,0.0,0.0,71
eng.dep.scidtb,dep,eng,elaboration,XLMR frozen linear,0.425414364640884,0.9746835443037974,0.5923076923076923,790
eng.dep.scidtb,dep,eng,explanation,XLMR frozen linear,0.0,0.0,0.0,27
eng.dep.scidtb,dep,eng,frame,XLMR frozen linear,0.0,0.0,0.0,139
eng.dep.scidtb,dep,eng,mode,XLMR frozen linear,0.1111111111111111,0.008264462809917356,0.015384615384615385,121
eng.dep.scidtb,dep,eng,organization,XLMR frozen linear,0.0,0.0,0.0,48
eng.dep.scidtb,dep,eng,purpose,XLMR frozen linear,0.3684210526315789,0.1111111111111111,0.17073170731707318,126
eng.dep.scidtb,dep,eng,temporal,XLMR frozen linear,1.0,0.043478260869565216,0.08333333333333333,23
eng.dep.scidtb,dep,eng,alternation,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.dep.scidtb,dep,eng,attribution,XLMR frozen + TSV feat,0.8543689320388349,0.676923076923077,0.7553648068669528,130
eng.dep.scidtb,dep,eng,causal,XLMR frozen + TSV feat,0.2727272727272727,0.14634146341463414,0.19047619047619047,41
eng.dep.scidtb,dep,eng,comment,XLMR frozen + TSV feat,0.7663551401869159,0.4632768361581921,0.5774647887323944,177
eng.dep.scidtb,dep,eng,concession,XLMR frozen + TSV feat,0.0,0.0,0.0,21
eng.dep.scidtb,dep,eng,condition,XLMR frozen + TSV feat,0.0,0.0,0.0,33
eng.dep.scidtb,dep,eng,conjunction,XLMR frozen + TSV feat,0.5769230769230769,0.3870967741935484,0.46332046332046334,155
eng.dep.scidtb,dep,eng,contrast,XLMR frozen + TSV feat,0.45454545454545453,0.14084507042253522,0.21505376344086022,71
eng.dep.scidtb,dep,eng,elaboration,XLMR frozen + TSV feat,0.5980091883614089,0.9886075949367089,0.7452290076335878,790
eng.dep.scidtb,dep,eng,explanation,XLMR frozen + TSV feat,0.2,0.07407407407407407,0.10810810810810811,27
eng.dep.scidtb,dep,eng,frame,XLMR frozen + TSV feat,0.7017543859649122,0.28776978417266186,0.40816326530612246,139
eng.dep.scidtb,dep,eng,mode,XLMR frozen + TSV feat,0.676056338028169,0.39669421487603307,0.5,121
eng.dep.scidtb,dep,eng,organization,XLMR frozen + TSV feat,0.1111111111111111,0.020833333333333332,0.03508771929824561,48
eng.dep.scidtb,dep,eng,purpose,XLMR frozen + TSV feat,0.6206896551724138,0.2857142857142857,0.391304347826087,126
eng.dep.scidtb,dep,eng,query,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.dep.scidtb,dep,eng,temporal,XLMR frozen + TSV feat,0.3103448275862069,0.391304347826087,0.34615384615384615,23
eng.dep.scidtb,dep,eng,attribution,XLMR finetune + TSV feat,1.0,1.0,1.0,130
eng.dep.scidtb,dep,eng,causal,XLMR finetune + TSV feat,1.0,1.0,1.0,41
eng.dep.scidtb,dep,eng,comment,XLMR finetune + TSV feat,1.0,1.0,1.0,177
eng.dep.scidtb,dep,eng,concession,XLMR finetune + TSV feat,1.0,0.9523809523809523,0.975609756097561,21
eng.dep.scidtb,dep,eng,condition,XLMR finetune + TSV feat,1.0,1.0,1.0,33
eng.dep.scidtb,dep,eng,conjunction,XLMR finetune + TSV feat,1.0,1.0,1.0,155
eng.dep.scidtb,dep,eng,contrast,XLMR finetune + TSV feat,1.0,1.0,1.0,71
eng.dep.scidtb,dep,eng,elaboration,XLMR finetune + TSV feat,1.0,1.0,1.0,790
eng.dep.scidtb,dep,eng,explanation,XLMR finetune + TSV feat,1.0,1.0,1.0,27
eng.dep.scidtb,dep,eng,frame,XLMR finetune + TSV feat,1.0,1.0,1.0,139
eng.dep.scidtb,dep,eng,mode,XLMR finetune + TSV feat,1.0,1.0,1.0,121
eng.dep.scidtb,dep,eng,organization,XLMR finetune + TSV feat,1.0,1.0,1.0,48
eng.dep.scidtb,dep,eng,purpose,XLMR finetune + TSV feat,1.0,1.0,1.0,126
eng.dep.scidtb,dep,eng,temporal,XLMR finetune + TSV feat,0.9583333333333334,1.0,0.9787234042553191,23
eng.erst.gum,rst,eng,alternation,Qwen3 finetune,0.7058823529411765,0.35294117647058826,0.47058823529411764,34
eng.erst.gum,rst,eng,attribution,Qwen3 finetune,0.7098445595854922,0.6061946902654868,0.6539379474940334,226
eng.erst.gum,rst,eng,causal,Qwen3 finetune,0.32298136645962733,0.3443708609271523,0.3333333333333333,151
eng.erst.gum,rst,eng,comment,Qwen3 finetune,0.35,0.10218978102189781,0.15819209039548024,137
eng.erst.gum,rst,eng,concession,Qwen3 finetune,0.4017094017094017,0.3983050847457627,0.4,118
eng.erst.gum,rst,eng,condition,Qwen3 finetune,0.6626506024096386,0.6875,0.6748466257668712,80
eng.erst.gum,rst,eng,conjunction,Qwen3 finetune,0.39541160593792174,0.5435992578849722,0.4578125,539
eng.erst.gum,rst,eng,contrast,Qwen3 finetune,0.3228346456692913,0.2645161290322581,0.2907801418439716,155
eng.erst.gum,rst,eng,elaboration,Qwen3 finetune,0.462843295638126,0.71625,0.5623159960745829,800
eng.erst.gum,rst,eng,explanation,Qwen3 finetune,0.40963855421686746,0.14285714285714285,0.2118380062305296,238
eng.erst.gum,rst,eng,frame,Qwen3 finetune,0.1836734693877551,0.10285714285714286,0.13186813186813187,175
eng.erst.gum,rst,eng,mode,Qwen3 finetune,0.65,0.3291139240506329,0.4369747899159664,79
eng.erst.gum,rst,eng,organization,Qwen3 finetune,0.5390070921985816,0.3275862068965517,0.4075067024128686,232
eng.erst.gum,rst,eng,purpose,Qwen3 finetune,0.8571428571428571,0.7058823529411765,0.7741935483870968,136
eng.erst.gum,rst,eng,query,Qwen3 finetune,0.5384615384615384,0.4444444444444444,0.48695652173913045,63
eng.erst.gum,rst,eng,reformulation,Qwen3 finetune,0.5,0.2535211267605634,0.3364485981308411,71
eng.erst.gum,rst,eng,temporal,Qwen3 finetune,0.6093189964157706,0.5246913580246914,0.5638474295190713,324
eng.erst.gum,rst,eng,alternation,XLMR finetune,0.6785714285714286,0.5588235294117647,0.6129032258064516,34
eng.erst.gum,rst,eng,attribution,XLMR finetune,0.756,0.8362831858407079,0.7941176470588235,226
eng.erst.gum,rst,eng,causal,XLMR finetune,0.3956043956043956,0.4768211920529801,0.43243243243243246,151
eng.erst.gum,rst,eng,comment,XLMR finetune,0.4235294117647059,0.26277372262773724,0.32432432432432434,137
eng.erst.gum,rst,eng,concession,XLMR finetune,0.48872180451127817,0.5508474576271186,0.5179282868525896,118
eng.erst.gum,rst,eng,condition,XLMR finetune,0.7142857142857143,0.8125,0.7602339181286549,80
eng.erst.gum,rst,eng,conjunction,XLMR finetune,0.4854961832061069,0.5899814471243042,0.5326633165829145,539
eng.erst.gum,rst,eng,contrast,XLMR finetune,0.5714285714285714,0.43870967741935485,0.49635036496350365,155
eng.erst.gum,rst,eng,elaboration,XLMR finetune,0.6435643564356436,0.73125,0.684610883557636,800
eng.erst.gum,rst,eng,explanation,XLMR finetune,0.5103448275862069,0.31092436974789917,0.38642297650130547,238
eng.erst.gum,rst,eng,frame,XLMR finetune,0.24203821656050956,0.21714285714285714,0.2289156626506024,175
eng.erst.gum,rst,eng,mode,XLMR finetune,0.7066666666666667,0.6708860759493671,0.6883116883116883,79
eng.erst.gum,rst,eng,organization,XLMR finetune,0.7129629629629629,0.6637931034482759,0.6875,232
eng.erst.gum,rst,eng,purpose,XLMR finetune,0.8914728682170543,0.8455882352941176,0.8679245283018868,136
eng.erst.gum,rst,eng,query,XLMR finetune,0.76,0.6031746031746031,0.672566371681416,63
eng.erst.gum,rst,eng,reformulation,XLMR finetune,0.5813953488372093,0.352112676056338,0.43859649122807015,71
eng.erst.gum,rst,eng,temporal,XLMR finetune,0.7147766323024055,0.6419753086419753,0.6764227642276422,324
eng.erst.gum,rst,eng,alternation,XLMR framework,0.76,0.5588235294117647,0.6440677966101694,34
eng.erst.gum,rst,eng,attribution,XLMR framework,0.7876106194690266,0.7876106194690266,0.7876106194690266,226
eng.erst.gum,rst,eng,causal,XLMR framework,0.3613861386138614,0.48344370860927155,0.41359773371104813,151
eng.erst.gum,rst,eng,comment,XLMR framework,0.37349397590361444,0.22627737226277372,0.2818181818181818,137
eng.erst.gum,rst,eng,concession,XLMR framework,0.4768211920529801,0.6101694915254238,0.5353159851301115,118
eng.erst.gum,rst,eng,condition,XLMR framework,0.735632183908046,0.8,0.7664670658682635,80
eng.erst.gum,rst,eng,conjunction,XLMR framework,0.47774480712166173,0.5974025974025974,0.5309150865622424,539
eng.erst.gum,rst,eng,contrast,XLMR framework,0.6262626262626263,0.4,0.4881889763779528,155
eng.erst.gum,rst,eng,elaboration,XLMR framework,0.6142857142857143,0.7525,0.6764044943820224,800
eng.erst.gum,rst,eng,explanation,XLMR framework,0.4129032258064516,0.2689075630252101,0.3256997455470738,238
eng.erst.gum,rst,eng,frame,XLMR framework,0.375,0.12,0.18181818181818182,175
eng.erst.gum,rst,eng,mode,XLMR framework,0.7868852459016393,0.6075949367088608,0.6857142857142857,79
eng.erst.gum,rst,eng,organization,XLMR framework,0.7203791469194313,0.6551724137931034,0.6862302483069977,232
eng.erst.gum,rst,eng,purpose,XLMR framework,0.8854961832061069,0.8529411764705882,0.8689138576779026,136
eng.erst.gum,rst,eng,query,XLMR framework,0.7608695652173914,0.5555555555555556,0.6422018348623854,63
eng.erst.gum,rst,eng,reformulation,XLMR framework,0.4583333333333333,0.4647887323943662,0.46153846153846156,71
eng.erst.gum,rst,eng,temporal,XLMR framework,0.6923076923076923,0.6388888888888888,0.6645264847512039,324
eng.erst.gum,rst,eng,alternation,XLMR frozen linear,0.5,0.058823529411764705,0.10526315789473684,34
eng.erst.gum,rst,eng,attribution,XLMR frozen linear,0.3698630136986301,0.11946902654867257,0.1806020066889632,226
eng.erst.gum,rst,eng,causal,XLMR frozen linear,0.08411214953271028,0.11920529801324503,0.09863013698630137,151
eng.erst.gum,rst,eng,comment,XLMR frozen linear,0.12195121951219512,0.0364963503649635,0.056179775280898875,137
eng.erst.gum,rst,eng,concession,XLMR frozen linear,0.2222222222222222,0.03389830508474576,0.058823529411764705,118
eng.erst.gum,rst,eng,condition,XLMR frozen linear,0.26666666666666666,0.05,0.08421052631578947,80
eng.erst.gum,rst,eng,conjunction,XLMR frozen linear,0.21861656703672075,0.4749536178107607,0.2994152046783626,539
eng.erst.gum,rst,eng,contrast,XLMR frozen linear,0.16666666666666666,0.0064516129032258064,0.012422360248447204,155
eng.erst.gum,rst,eng,elaboration,XLMR frozen linear,0.3108022741629817,0.615,0.41292488459924465,800
eng.erst.gum,rst,eng,explanation,XLMR frozen linear,0.0,0.0,0.0,238
eng.erst.gum,rst,eng,frame,XLMR frozen linear,0.0,0.0,0.0,175
eng.erst.gum,rst,eng,mode,XLMR frozen linear,0.0,0.0,0.0,79
eng.erst.gum,rst,eng,organization,XLMR frozen linear,0.36,0.07758620689655173,0.1276595744680851,232
eng.erst.gum,rst,eng,purpose,XLMR frozen linear,0.5,0.10294117647058823,0.17073170731707318,136
eng.erst.gum,rst,eng,query,XLMR frozen linear,0.11711711711711711,0.20634920634920634,0.14942528735632185,63
eng.erst.gum,rst,eng,reformulation,XLMR frozen linear,0.4,0.028169014084507043,0.05263157894736842,71
eng.erst.gum,rst,eng,temporal,XLMR frozen linear,0.4329004329004329,0.30864197530864196,0.36036036036036034,324
eng.erst.gum,rst,eng,alternation,XLMR frozen + TSV feat,1.0,0.08823529411764706,0.16216216216216217,34
eng.erst.gum,rst,eng,attribution,XLMR frozen + TSV feat,0.8290598290598291,0.8584070796460177,0.8434782608695652,226
eng.erst.gum,rst,eng,causal,XLMR frozen + TSV feat,0.4804270462633452,0.8940397350993378,0.625,151
eng.erst.gum,rst,eng,comment,XLMR frozen + TSV feat,0.9166666666666666,0.7226277372262774,0.8081632653061225,137
eng.erst.gum,rst,eng,concession,XLMR frozen + TSV feat,0.7894736842105263,0.7627118644067796,0.7758620689655172,118
eng.erst.gum,rst,eng,condition,XLMR frozen + TSV feat,0.9038461538461539,0.5875,0.7121212121212122,80
eng.erst.gum,rst,eng,conjunction,XLMR frozen + TSV feat,0.6738505747126436,0.8701298701298701,0.7595141700404858,539
eng.erst.gum,rst,eng,contrast,XLMR frozen + TSV feat,0.8311688311688312,0.4129032258064516,0.5517241379310345,155
eng.erst.gum,rst,eng,elaboration,XLMR frozen + TSV feat,0.7393075356415478,0.9075,0.8148148148148148,800
eng.erst.gum,rst,eng,explanation,XLMR frozen + TSV feat,0.8360655737704918,0.6428571428571429,0.7268408551068883,238
eng.erst.gum,rst,eng,frame,XLMR frozen + TSV feat,0.8144329896907216,0.4514285714285714,0.5808823529411765,175
eng.erst.gum,rst,eng,mode,XLMR frozen + TSV feat,0.92,0.2911392405063291,0.4423076923076923,79
eng.erst.gum,rst,eng,organization,XLMR frozen + TSV feat,0.9027777777777778,0.8405172413793104,0.8705357142857143,232
eng.erst.gum,rst,eng,purpose,XLMR frozen + TSV feat,0.9047619047619048,0.5588235294117647,0.6909090909090909,136
eng.erst.gum,rst,eng,query,XLMR frozen + TSV feat,0.8666666666666667,0.6190476190476191,0.7222222222222222,63
eng.erst.gum,rst,eng,reformulation,XLMR frozen + TSV feat,1.0,0.43661971830985913,0.6078431372549019,71
eng.erst.gum,rst,eng,temporal,XLMR frozen + TSV feat,0.7757575757575758,0.7901234567901234,0.7828746177370031,324
eng.erst.gum,rst,eng,alternation,XLMR finetune + TSV feat,1.0,1.0,1.0,34
eng.erst.gum,rst,eng,attribution,XLMR finetune + TSV feat,1.0,1.0,1.0,226
eng.erst.gum,rst,eng,causal,XLMR finetune + TSV feat,1.0,1.0,1.0,151
eng.erst.gum,rst,eng,comment,XLMR finetune + TSV feat,1.0,1.0,1.0,137
eng.erst.gum,rst,eng,concession,XLMR finetune + TSV feat,1.0,1.0,1.0,118
eng.erst.gum,rst,eng,condition,XLMR finetune + TSV feat,1.0,1.0,1.0,80
eng.erst.gum,rst,eng,conjunction,XLMR finetune + TSV feat,1.0,1.0,1.0,539
eng.erst.gum,rst,eng,contrast,XLMR finetune + TSV feat,1.0,1.0,1.0,155
eng.erst.gum,rst,eng,elaboration,XLMR finetune + TSV feat,1.0,1.0,1.0,800
eng.erst.gum,rst,eng,explanation,XLMR finetune + TSV feat,1.0,1.0,1.0,238
eng.erst.gum,rst,eng,frame,XLMR finetune + TSV feat,1.0,1.0,1.0,175
eng.erst.gum,rst,eng,mode,XLMR finetune + TSV feat,1.0,1.0,1.0,79
eng.erst.gum,rst,eng,organization,XLMR finetune + TSV feat,1.0,1.0,1.0,232
eng.erst.gum,rst,eng,purpose,XLMR finetune + TSV feat,1.0,1.0,1.0,136
eng.erst.gum,rst,eng,query,XLMR finetune + TSV feat,1.0,1.0,1.0,63
eng.erst.gum,rst,eng,reformulation,XLMR finetune + TSV feat,1.0,1.0,1.0,71
eng.erst.gum,rst,eng,temporal,XLMR finetune + TSV feat,1.0,1.0,1.0,324
eng.pdtb.gum,pdtb,eng,alternation,Qwen3 finetune,0.6666666666666666,0.4444444444444444,0.5333333333333333,27
eng.pdtb.gum,pdtb,eng,attribution,Qwen3 finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,causal,Qwen3 finetune,0.5284090909090909,0.3891213389121339,0.44819277108433736,239
eng.pdtb.gum,pdtb,eng,comment,Qwen3 finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,concession,Qwen3 finetune,0.5463917525773195,0.53,0.5380710659898477,100
eng.pdtb.gum,pdtb,eng,condition,Qwen3 finetune,0.7671232876712328,0.717948717948718,0.7417218543046358,78
eng.pdtb.gum,pdtb,eng,conjunction,Qwen3 finetune,0.5656565656565656,0.7133757961783439,0.6309859154929578,471
eng.pdtb.gum,pdtb,eng,contrast,Qwen3 finetune,0.5254237288135594,0.29523809523809524,0.3780487804878049,105
eng.pdtb.gum,pdtb,eng,elaboration,Qwen3 finetune,0.3876651982378855,0.44221105527638194,0.4131455399061033,199
eng.pdtb.gum,pdtb,eng,explanation,Qwen3 finetune,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,frame,Qwen3 finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,mode,Qwen3 finetune,0.6052631578947368,0.3770491803278688,0.46464646464646464,61
eng.pdtb.gum,pdtb,eng,organization,Qwen3 finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,purpose,Qwen3 finetune,0.8939393939393939,0.6704545454545454,0.7662337662337663,88
eng.pdtb.gum,pdtb,eng,query,Qwen3 finetune,0.76,0.7450980392156863,0.7524752475247525,51
eng.pdtb.gum,pdtb,eng,reformulation,Qwen3 finetune,0.6666666666666666,0.3333333333333333,0.4444444444444444,12
eng.pdtb.gum,pdtb,eng,temporal,Qwen3 finetune,0.645021645021645,0.610655737704918,0.6273684210526316,244
eng.pdtb.gum,pdtb,eng,alternation,XLMR finetune,0.7407407407407407,0.7407407407407407,0.7407407407407407,27
eng.pdtb.gum,pdtb,eng,attribution,XLMR finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,causal,XLMR finetune,0.6187845303867403,0.4686192468619247,0.5333333333333333,239
eng.pdtb.gum,pdtb,eng,comment,XLMR finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,concession,XLMR finetune,0.6701030927835051,0.65,0.6598984771573604,100
eng.pdtb.gum,pdtb,eng,condition,XLMR finetune,0.8783783783783784,0.8333333333333334,0.8552631578947368,78
eng.pdtb.gum,pdtb,eng,conjunction,XLMR finetune,0.6127744510978044,0.6518046709129511,0.6316872427983539,471
eng.pdtb.gum,pdtb,eng,contrast,XLMR finetune,0.6375,0.4857142857142857,0.5513513513513514,105
eng.pdtb.gum,pdtb,eng,elaboration,XLMR finetune,0.4951923076923077,0.5175879396984925,0.5061425061425061,199
eng.pdtb.gum,pdtb,eng,explanation,XLMR finetune,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,frame,XLMR finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,mode,XLMR finetune,0.6417910447761194,0.7049180327868853,0.671875,61
eng.pdtb.gum,pdtb,eng,organization,XLMR finetune,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,purpose,XLMR finetune,0.9420289855072463,0.7386363636363636,0.8280254777070064,88
eng.pdtb.gum,pdtb,eng,query,XLMR finetune,0.9090909090909091,0.7843137254901961,0.8421052631578947,51
eng.pdtb.gum,pdtb,eng,reformulation,XLMR finetune,0.2857142857142857,0.3333333333333333,0.3076923076923077,12
eng.pdtb.gum,pdtb,eng,temporal,XLMR finetune,0.6816479400749064,0.7459016393442623,0.7123287671232876,244
eng.pdtb.gum,pdtb,eng,alternation,XLMR framework,0.7777777777777778,0.7777777777777778,0.7777777777777778,27
eng.pdtb.gum,pdtb,eng,causal,XLMR framework,0.6019417475728155,0.5188284518828452,0.5573033707865168,239
eng.pdtb.gum,pdtb,eng,concession,XLMR framework,0.673469387755102,0.66,0.6666666666666666,100
eng.pdtb.gum,pdtb,eng,condition,XLMR framework,0.8904109589041096,0.8333333333333334,0.8609271523178808,78
eng.pdtb.gum,pdtb,eng,conjunction,XLMR framework,0.6064030131826742,0.6836518046709129,0.6427145708582834,471
eng.pdtb.gum,pdtb,eng,contrast,XLMR framework,0.6233766233766234,0.45714285714285713,0.5274725274725275,105
eng.pdtb.gum,pdtb,eng,elaboration,XLMR framework,0.4925373134328358,0.49748743718592964,0.495,199
eng.pdtb.gum,pdtb,eng,explanation,XLMR framework,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,mode,XLMR framework,0.6615384615384615,0.7049180327868853,0.6825396825396826,61
eng.pdtb.gum,pdtb,eng,organization,XLMR framework,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,purpose,XLMR framework,0.9558823529411765,0.7386363636363636,0.8333333333333334,88
eng.pdtb.gum,pdtb,eng,query,XLMR framework,0.9534883720930233,0.803921568627451,0.8723404255319149,51
eng.pdtb.gum,pdtb,eng,reformulation,XLMR framework,0.2,0.3333333333333333,0.25,12
eng.pdtb.gum,pdtb,eng,temporal,XLMR framework,0.6885245901639344,0.6885245901639344,0.6885245901639344,244
eng.pdtb.gum,pdtb,eng,alternation,XLMR frozen linear,0.5,0.037037037037037035,0.06896551724137931,27
eng.pdtb.gum,pdtb,eng,attribution,XLMR frozen linear,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,causal,XLMR frozen linear,0.22535211267605634,0.26778242677824265,0.2447418738049713,239
eng.pdtb.gum,pdtb,eng,comment,XLMR frozen linear,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,concession,XLMR frozen linear,0.125,0.01,0.018518518518518517,100
eng.pdtb.gum,pdtb,eng,condition,XLMR frozen linear,0.6363636363636364,0.08974358974358974,0.15730337078651685,78
eng.pdtb.gum,pdtb,eng,conjunction,XLMR frozen linear,0.3385490753911807,0.505307855626327,0.40545144804088584,471
eng.pdtb.gum,pdtb,eng,contrast,XLMR frozen linear,0.0,0.0,0.0,105
eng.pdtb.gum,pdtb,eng,elaboration,XLMR frozen linear,0.13875598086124402,0.2914572864321608,0.1880064829821718,199
eng.pdtb.gum,pdtb,eng,explanation,XLMR frozen linear,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,mode,XLMR frozen linear,0.0,0.0,0.0,61
eng.pdtb.gum,pdtb,eng,organization,XLMR frozen linear,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,purpose,XLMR frozen linear,0.5,0.09090909090909091,0.15384615384615385,88
eng.pdtb.gum,pdtb,eng,query,XLMR frozen linear,0.17647058823529413,0.058823529411764705,0.08823529411764706,51
eng.pdtb.gum,pdtb,eng,reformulation,XLMR frozen linear,0.3333333333333333,0.08333333333333333,0.13333333333333333,12
eng.pdtb.gum,pdtb,eng,temporal,XLMR frozen linear,0.49246231155778897,0.4016393442622951,0.44243792325056436,244
eng.pdtb.gum,pdtb,eng,alternation,XLMR frozen + TSV feat,0.0,0.0,0.0,27
