unit1_txt	unit2_txt	dir	rel_type	orig_label	label
anyone need wheat?	rennoc?	1>2	unknown	Q_Elab	query
rennoc?	i'm ok for now	1>2	unknown	Question_answer_pair	query
aww	well that was robbery	1>2	unknown	Comment	comment
well that was robbery	does the robber do anything	1>2	unknown	Clarification_question	query
does the robber do anything	after you put him	1>2	unknown	Background	frame
after you put him	and before he's moved	1>2	unknown	Continuation	conjunction
like, if that resource comes up	will you not get it or something?	1>2	unknown	Conditional	condition
When he is in a hex	you can't get resources	1>2	unknown	Conditional	condition
ah	yeah,	1>2	unknown	Acknowledgement	query
yeah,	so 8 won't get you wheat now	1>2	unknown	Explanation	explanation
does the robber do anything	like, if that resource comes up	1>2	unknown	Elaboration	elaboration
like, if that resource comes up	When he is in a hex	1>2	unknown	Question_answer_pair	query
When he is in a hex	ah	1>2	unknown	Acknowledgement	query
I wasn't expected to roll 7 to be honest :p	I thought you got to move the robber	1>2	unknown	Comment	comment
I wasn't expected to roll 7 to be honest :p	any got any wood they can trade	1>2	unknown	Continuation	conjunction
I thought you got to move the robber	because you played a car?	1>2	unknown	Explanation	explanation
because you played a car?	*card	1>2	unknown	Correction	contrast
any got any wood they can trade	Nope	1>2	unknown	Question_answer_pair	query
any got any wood they can trade	and I've only got 1,	1>2	unknown	Question_answer_pair	query
I played the card,	moved the robber	1>2	unknown	Narration	temporal
moved the robber	and THEN rolled a 7 as well	1>2	unknown	Narration	temporal
so I moved him twice	aah	1>2	unknown	Acknowledgement	query
so I moved him twice	that sucks	1>2	unknown	Comment	comment
so I moved him twice	and I've only got 1,	1>2	unknown	Parallel	conjunction
and I've only got 1,	sorry.	1>2	unknown	Comment	comment
and I've only got 1,	ok	1>2	unknown	Acknowledgement	query
I thought you got to move the robber	I played the card,	1>2	unknown	Question_answer_pair	query
I played the card,	so I moved him twice	1>2	unknown	Result	causal
anyone need ore?	yep	1>2	unknown	Question_answer_pair	query
anyone need ore?	willing to trade for clay and sheep	1>2	unknown	Elaboration	elaboration
anyone need ore?	what for?	1>2	unknown	Q_Elab	query
willing to trade for clay and sheep	got some clay.	1>2	unknown	Question_answer_pair	query
got some clay.	1 ore for 1 clay?	1>2	unknown	Elaboration	elaboration
1 ore for 1 clay?	ok	1>2	unknown	Question_answer_pair	query
Sheep!	uh	1>2	unknown	Comment	comment
Sheep!	Wheat?	1>2	unknown	Q_Elab	query
uh	should we add time>?	1>2	unknown	Elaboration	elaboration
should we add time>?	Yes,	1>2	unknown	Question_answer_pair	query
Yes,	sorry.	1>2	unknown	Comment	comment
Yes,	ADDTIME	1>2	unknown	Result	causal
ADDTIME	*ADDTIME*	1>2	unknown	Correction	contrast
Wheat?	Sheep?	1>2	unknown	Continuation	conjunction
I need sheep,	but I have nothing to trade,	1>2	unknown	Contrast	contrast
but I have nothing to trade,	possibly when my turn rolls around	1>2	unknown	Contrast	contrast
possibly when my turn rolls around	I'll have something	1>2	unknown	Conditional	condition
yeah,	ive nothing either	1>2	unknown	Explanation	explanation
Wheat?	I need sheep,	1>2	unknown	Question_answer_pair	query
Wheat?	yeah,	1>2	unknown	Question_answer_pair	query
Wheat?	Anyone needy?	1>2	unknown	Elaboration	elaboration
I need sheep,	yeah,	1>2	unknown	Parallel	conjunction
Ok	now I can trade you ore or wood,	1>2	unknown	Continuation	conjunction
now I can trade you ore or wood,	need either?	1>2	unknown	Q_Elab	query
Ore would be good.	1 ore for 1 sheep it is	1>2	unknown	Result	causal
can I have some wood dave?	what have you got to trade?	1>2	unknown	Q_Elab	query
what have you got to trade?	sheep	1>2	unknown	Question_answer_pair	query
sheep	I guess I can use two sheep	1>2	unknown	Acknowledgement	query
I guess I can use two sheep	well you have no way of getting them yourself yet	1>2	unknown	Comment	comment
I guess I can use two sheep	yeah,	1>2	unknown	Result	causal
yeah,	go ahead	1>2	unknown	Continuation	conjunction
i only have one sheep	yeah,	1>2	unknown	Correction	contrast
well you have no way of getting them yourself yet	true	1>2	unknown	Acknowledgement	query
yeah,	i mean I'll still trade with tomm	1>2	unknown	Explanation	explanation
i mean I'll still trade with tomm	after this trade	1>2	unknown	Background	frame
wrong person	...oh	1>2	unknown	Acknowledgement	query
...oh	little colour ticky boxes	1>2	unknown	Comment	comment
little colour ticky boxes	Really easy to miss,	1>2	unknown	Elaboration	elaboration
Really easy to miss,	I did that too.	1>2	unknown	Result	causal
cool, thanks :)	np	1>2	unknown	Comment	comment
Ok	Well looks like you have stuff now Dave :P	1>2	unknown	Comment	comment
Ok	Ore would be good.	1>2	unknown	Question_answer_pair	query
Ok	can I have some wood dave?	1>2	unknown	Q_Elab	query
yeah,	wrong person	1>2	unknown	Correction	contrast
yeah,	cool, thanks :)	1>2	unknown	Acknowledgement	query
yeah,	i only have one sheep	1>2	unknown	Contrast	contrast
um	pouty face.	1>2	unknown	Comment	comment
pouty face.	Still want to trade?	1>2	unknown	Q_Elab	query
Still want to trade?	Yes,	1>2	unknown	Question_answer_pair	query
Still want to trade?	do you still want to?	1>2	unknown	Q_Elab	query
Yes,	do you still want to?	1>2	unknown	Continuation	conjunction
do you still want to?	Only chose you	1>2	unknown	Explanation	explanation
do you still want to?	and yeah,	1>2	unknown	Question_answer_pair	query
do you still want to?	uuuh	1>2	unknown	Q_Elab	query
Only chose you	becasue you have three times the resources	1>2	unknown	Explanation	explanation
and yeah,	sure	1>2	unknown	Elaboration	elaboration
and yeah,	I'm actually going to hold off on the trade for now,	1>2	unknown	Correction	contrast
and yeah,	on you go then	1>2	unknown	Acknowledgement	query
and yeah,	uuuh	1>2	unknown	Correction	contrast
uuuh	actually, instead of sheep,	1>2	unknown	Continuation	conjunction
actually, instead of sheep,	do you have any wood or clay?	1>2	unknown	Continuation	conjunction
Ah, 'fraid not	hmm	1>2	unknown	Acknowledgement	query
Ah, 'fraid not	Until someone rolls a 4	1>2	unknown	Background	frame
Ah, 'fraid not	I'm actually going to hold off on the trade for now,	1>2	unknown	Result	causal
rennoc?	nope dont have either	1>2	unknown	Question_answer_pair	query
nope dont have either	I'm actually going to hold off on the trade for now,	1>2	unknown	Result	causal
I'm actually going to hold off on the trade for now,	sorry	1>2	unknown	Comment	comment
I'm actually going to hold off on the trade for now,	Fair enough,	1>2	unknown	Acknowledgement	query
I'm actually going to hold off on the trade for now,	I'm guessing there's no point in putting a city next to a desert	1>2	unknown	Continuation	conjunction
Fair enough,	thought you might!	1>2	unknown	Explanation	explanation
thought you might!	You did nick that sheep after all :p	1>2	unknown	Comment	comment
You did nick that sheep after all :p	well, it was revenge for earlier ^_^	1>2	unknown	Explanation	explanation
well, it was revenge for earlier ^_^	Which was revenge for you earlier.	1>2	unknown	Explanation	explanation
Which was revenge for you earlier.	Ah, how this game goes back :p	1>2	unknown	Comment	comment
Ah, how this game goes back :p	Just gimmie the virtual dice,	1>2	unknown	Narration	temporal
Just gimmie the virtual dice,	hehe	1>2	unknown	Comment	comment
I'm guessing there's no point in putting a city next to a desert	Not	1>2	unknown	Acknowledgement	query
Not	:/	1>2	unknown	Comment	comment
Not	unless the other hexes are very likely to come up	1>2	unknown	Explanation	explanation
uuuh	Ah, 'fraid not	1>2	unknown	Question_answer_pair	query
uuuh	rennoc?	1>2	unknown	Q_Elab	query
uuuh	I'm actually going to hold off on the trade for now,	1>2	unknown	Correction	contrast
Only chose you	and yeah,	1>2	unknown	Continuation	conjunction
7!	Sorry Rennoc,	1>2	unknown	Comment	comment
7!	I've laid out my things at the start really badly	1>2	unknown	Comment	comment
I've laid out my things at the start really badly	:D	1>2	unknown	Comment	comment
I've laid out my things at the start really badly	It's okay Dave,	1>2	unknown	Acknowledgement	query
Sorry Rennoc,	wanted your goods	1>2	unknown	Explanation	explanation
It's okay Dave,	so did I.	1>2	unknown	Explanation	explanation
Sorry Rennoc,	aargh! my precious ores	1>2	unknown	Comment	comment
Sorry Rennoc,	Delicious	1>2	unknown	Comment	comment
really	Oh great.	1>2	unknown	Comment	comment
really	oh...	1>2	unknown	Comment	comment
really	reallllly	1>2	unknown	Elaboration	elaboration
Oh great.	Sheep.	1>2	unknown	Elaboration	elaboration
that was my favourite sheep!	Worrying... >.>	1>2	unknown	Comment	comment
Oh great.	Don't have any of those.	1>2	unknown	Explanation	explanation
Oh great.	that was my favourite sheep!	1>2	unknown	Comment	comment
Sorry,	what did you roll Rennoc?	1>2	unknown	Clarification_question	query
what did you roll Rennoc?	a 5 ( I think)	1>2	unknown	Question_answer_pair	query
ORE! :D	Also... you're all gonna hate me	1>2	unknown	Continuation	conjunction
Also... you're all gonna hate me	oh no	1>2	unknown	Acknowledgement	query
Also... you're all gonna hate me	well, that wasn't too bad	1>2	unknown	Comment	comment
Also... you're all gonna hate me	oh dear...	1>2	unknown	Comment	comment
Also... you're all gonna hate me	Sorry,	1>2	unknown	Comment	comment
oh no	well, that wasn't too bad	1>2	unknown	Correction	contrast
Sorry,	need me some clay	1>2	unknown	Explanation	explanation
need me some clay	and I can't get it	1>2	unknown	Continuation	conjunction
wheat for ore anyone?	You just nicked my wheat :P	1>2	unknown	Result	causal
You just nicked my wheat :P	Not going to buy it back	1>2	unknown	Result	causal
You just nicked my wheat :P	Want to buy it back? :D	1>2	unknown	Q_Elab	query
Not going to buy it back	aw	1>2	unknown	Acknowledgement	query
discard?	Well that was upsetting.	1>2	unknown	Comment	comment
Well that was upsetting.	did you just lose four resources?	1>2	unknown	Clarification_question	query
Well that was upsetting.	Anyway. Bah.	1>2	unknown	Continuation	conjunction
did you just lose four resources?	yes	1>2	unknown	Question_answer_pair	query
yes	how?	1>2	unknown	Clarification_question	query
how?	rolled a 7	1>2	unknown	Question_answer_pair	query
rolled a 7	Had too many cards when a 7 came up	1>2	unknown	Continuation	conjunction
yeah,	but	1>2	unknown	Contrast	contrast
but	oh	1>2	unknown	Correction	contrast
oh	didn't know that was a thing	1>2	unknown	Explanation	explanation
didn't know that was a thing	I think it's over 7?	1>2	unknown	Clarification_question	query
Anyway. Bah.	Anyone want anything for wood?	1>2	unknown	Continuation	conjunction
Anyway. Bah.	My wheat!	1>2	unknown	Elaboration	elaboration
My wheat!	I didn't want that wheat anyway	1>2	unknown	Contrast	contrast
Anyone want anything for wood?	dont have any, sorry	1>2	unknown	Question_answer_pair	query
Anyone want anything for wood?	So no wood anyone?	1>2	unknown	Continuation	conjunction
Anyone want anything for wood?	seeing as no one is rolling 8's despite it being really likely.	1>2	unknown	Background	frame
seeing as no one is rolling 8's despite it being really likely.	equally likely for all numbers?	1>2	unknown	Clarification_question	query
equally likely for all numbers?	Although I guess it depends on how the rolls are simulated	1>2	unknown	Contrast	contrast
dont have any, sorry	okay	1>2	unknown	Acknowledgement	query
Nah	it isn't	1>2	unknown	Elaboration	elaboration
it isn't	if it follows the proper game.	1<2	unknown	Conditional	condition
You are rolling 2 dice...	so there are more ways of rolling say an 8, rather than a 2	1>2	unknown	Result	causal
Yeah,	I mean if it's actually rolling two dice	1>2	unknown	Elaboration	elaboration
I mean if it's actually rolling two dice	then there are more 8's tha- well, yeha	1>2	unknown	Conditional	condition
So no wood anyone?	nope, sorry	1>2	unknown	Question_answer_pair	query
So no wood anyone?	okay	1>2	unknown	Question_answer_pair	query
equally likely for all numbers?	Nah	1>2	unknown	Question_answer_pair	query
You are rolling 2 dice...	Yeah,	1>2	unknown	Acknowledgement	query
it isn't	You are rolling 2 dice...	1>2	unknown	Explanation	explanation
rolled a 7	yeah,	1>2	unknown	Acknowledgement	query
10 10 10	never a 10	1>2	unknown	Comment	comment
10 10 10	so anyone have any ore?	1>2	unknown	Continuation	conjunction
never a 10	:9	1>2	unknown	Comment	comment
never a 10	Yeah.	1>2	unknown	Acknowledgement	query
:9	*:(	1>2	unknown	Correction	contrast
Yeah.	Also 8 should be as likely as a 6...	1>2	unknown	Continuation	conjunction
Also 8 should be as likely as a 6...	but looads of 6's no 8's :p	1>2	unknown	Contrast	contrast
but looads of 6's no 8's :p	also 7's,	1>2	unknown	Parallel	conjunction
also 7's,	we've had about half the rolls as sevens	1>2	unknown	Elaboration	elaboration
we've had about half the rolls as sevens	7 is the most likely to be fair	1>2	unknown	Comment	comment
7 is the most likely to be fair	from what I remember	1>2	unknown	Background	frame
so anyone have any ore?	I have sheep to spare	1>2	unknown	Elaboration	elaboration
so anyone have any ore?	I have wheat	1>2	unknown	Question_answer_pair	query
so anyone have any ore?	fraid not	1>2	unknown	Question_answer_pair	query
7 is the most likely to be fair	it is, yeah, even so	1>2	unknown	Acknowledgement	query
more wheat,	great	1>2	unknown	Comment	comment
more wheat,	anyone need wheat?	1>2	unknown	Result	causal
anyone need wheat?	Really not,	1>2	unknown	Question_answer_pair	query
Really not,	sorry.	1>2	unknown	Comment	comment
rennoc?	I'm fine for wheat at the mo	1>2	unknown	Question_answer_pair	query
well... sigh.	least you didn't have to lose half your resrouces this time	1>2	unknown	Comment	comment
least you didn't have to lose half your resrouces this time	true.	1>2	unknown	Acknowledgement	query
true.	I'd rather like to roll an 8 though :P	1>2	unknown	Contrast	contrast
No more wheat!	Well thank you Rennoc :D	1>2	unknown	Comment	comment
anyone need wheat?	What for?	1>2	unknown	Q_Elab	query
anyone need wheat?	you know if you have more than 4,	1>2	unknown	Comment	comment
What for?	clay, I guess, or ore	1>2	unknown	Question_answer_pair	query
clay, I guess, or ore	or wood	1>2	unknown	Alternation	alternation
you know if you have more than 4,	I think you can trade them into the bank,	1>2	unknown	Conditional	condition
yeah	but it's not ideal	1>2	unknown	Contrast	contrast
but it's not ideal	That's true...	1>2	unknown	Acknowledgement	query
That's true...	4 -> 1	1>2	unknown	Explanation	explanation
Well, I might do,	but depends on my roll, I'm afraid	1>2	unknown	Contrast	contrast
you know if you have more than 4,	yeah	1>2	unknown	Acknowledgement	query
anyone need wheat?	Well, I might do,	1>2	unknown	Question_answer_pair	query
Dave: Wheat for a clay?	sure, can you do 2 for 2,	1>2	unknown	Q_Elab	query
sure, can you do 2 for 2,	or do you just want 1 for 1	1>2	unknown	Alternation	alternation
Just 1-4-1 I'm afraid	fair enough	1>2	unknown	Acknowledgement	query
sure, can you do 2 for 2,	Just 1-4-1 I'm afraid	1>2	unknown	Question_answer_pair	query
Oh... now I get wheat(!)	heh	1>2	unknown	Comment	comment
Oh... now I get wheat(!)	any spare ores anyone?	1>2	unknown	Continuation	conjunction
any spare ores anyone?	afraid not, sorry	1>2	unknown	Question_answer_pair	query
any spare ores anyone?	None here either :(	1>2	unknown	Question_answer_pair	query
wheat for wood anyone?	or a sheep	1>2	unknown	Alternation	alternation
wheat for wood anyone?	sorry :/	1>2	unknown	Question_answer_pair	query
how do those resource tiles in the water work	If you have a settlement on them	1>2	unknown	Question_answer_pair	query
how do those resource tiles in the water work	anyone have any wood?	1>2	unknown	Continuation	conjunction
If you have a settlement on them	you can get better trades	1>2	unknown	Conditional	condition
I thought that was the number ones	the 3:1 means you can trade 3 of anything to 1 of anything	1>2	unknown	Explanation	explanation
the 3:1 means you can trade 3 of anything to 1 of anything	what about the other ones	1>2	unknown	Clarification_question	query
what about the other ones	The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	1>2	unknown	Question_answer_pair	query
The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	ah, that's pretty good	1>2	unknown	Acknowledgement	query
The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	But I might have that the wrong way around	1>2	unknown	Contrast	contrast
anyone have any wood?	nope, sorry	1>2	unknown	Question_answer_pair	query
anyone have any wood?	I think we are all looking for it!	1>2	unknown	Question_answer_pair	query
nope, sorry	I think we are all looking for it!	1>2	unknown	Comment	comment
If you have a settlement on them	I thought that was the number ones	1>2	unknown	Contrast	contrast
Oh.	can anyone trade clay for ore	1>2	unknown	Continuation	conjunction
can anyone trade clay for ore	as in, I give you the clay	1>2	unknown	Elaboration	elaboration
No ore, sorry.	me neither	1>2	unknown	Parallel	conjunction
can anyone trade clay for ore	No ore, sorry.	1>2	unknown	Question_answer_pair	query
can anyone trade clay for ore	me neither	1>2	unknown	Question_answer_pair	query
good roll that	thanks	1>2	unknown	Comment	comment
Sorry,	boss walked in	1>2	unknown	Explanation	explanation
good roll that	Yes, that was a good roll for you.	1>2	unknown	Comment	comment
good roll that	Sorry,	1>2	unknown	Background	frame
Sorry,	np	1>2	unknown	Acknowledgement	query
Ah. Sheep.	You basically control the sheep	1>2	unknown	Comment	comment
You basically control the sheep	That's not as handy or as sinister as it sounds	1>2	unknown	Comment	comment
That's not as handy or as sinister as it sounds	Unfortunately.	1>2	unknown	Comment	comment
Still cooler than being a wheat baron	I don't know, you've got 'baron' right there in the title	1>2	unknown	Comment	comment
I don't know, you've got 'baron' right there in the title	That is actually the only good thing about this job	1>2	unknown	Comment	comment
That's not as handy or as sinister as it sounds	Still cooler than being a wheat baron	1>2	unknown	Contrast	contrast
Thank god.	I was going to scream	1>2	unknown	Explanation	explanation
I was going to scream	if I rolled a 7	1<2	unknown	Conditional	condition
I was going to scream	haha	1>2	unknown	Comment	comment
Woo!	Clay!	1>2	unknown	Explanation	explanation
Woo!	anyone got clay or ore they can swap for wheat?	1>2	unknown	Continuation	conjunction
Clay!	Hard-earned clay!	1>2	unknown	Elaboration	elaboration
anyone got clay or ore they can swap for wheat?	clay or wood, rather	1>2	unknown	Correction	contrast
Only got that one	could you, by any chance, use some fine high quality wheat	1>2	unknown	Q_Elab	query
could you, by any chance, use some fine high quality wheat	guaranteed to be 100% more edible than clay	1>2	unknown	Elaboration	elaboration
could you, by any chance, use some fine high quality wheat	If I get more clay,	1>2	unknown	Question_answer_pair	query
If I get more clay,	perhaps...	1>2	unknown	Conditional	condition
I can eat the sheep for now.	Cook them in my lovely new tandoor oven I made out of the clay!	1>2	unknown	Elaboration	elaboration
maybe	but I have almost nothing but wheat to trade back	1>2	unknown	Contrast	contrast
clay or wood rennoc?	either one	1>2	unknown	Elaboration	elaboration
clay or wood rennoc?	unfortunately, neither one	1>2	unknown	Question_answer_pair	query
unfortunately, neither one	tomm, could I give you 3 sheep for a clay and an ore?	1>2	unknown	Contrast	contrast
tomm, could I give you 3 sheep for a clay and an ore?	I don't have ore, I'm afraid!	1>2	unknown	Question_answer_pair	query
tomm, could I give you 3 sheep for a clay and an ore?	Really need to move that robber blocking your clay, eh? :/	1>2	unknown	Comment	comment
I don't have ore, I'm afraid!	Plus... I'm basically rolling in sheep	1>2	unknown	Continuation	conjunction
but if I gave you some sheep,	you could trade them back for the resources you'd need	1>2	unknown	Conditional	condition
