unit1_txt	unit2_txt	dir	rel_type	orig_label	label
در سال ۹۷ مجموعا ۵۵ عنوان کتاب با شمارگان ۴۶هزار نسخه از نظامی و درباره نظامی منتشر شده	که لیلیومجنون با ۱۵ بار انتشار و ۱۲۳۰۰نسخه و خسرووشیرین با ۱۴ بار انتشار و شمارگان دوازدههزار نسخه با اقبال بیشتری روبهرو بوده است .	1<2	unknown	elaboration	elaboration
که لیلیومجنون با ۱۵ بار انتشار و ۱۲۳۰۰نسخه و خسرووشیرین با ۱۴ بار انتشار و شمارگان دوازدههزار نسخه با اقبال بیشتری روبهرو بوده است .	پس از آن هفتپیکر ۹ بار در این سال منتشر شده است .	1<2	unknown	joint	conjunction
که لیلیومجنون با ۱۵ بار انتشار و ۱۲۳۰۰نسخه و خسرووشیرین با ۱۴ بار انتشار و شمارگان دوازدههزار نسخه با اقبال بیشتری روبهرو بوده است .	درباره اندیشه و آرای نظامی نیز ۷ عنوان کتاب به چاپ رسیده است .	1<2	unknown	joint	conjunction
نظامی بزرگترین سراینده منظومههای عاشقانه است	نظامی شاعری است	1<2	unknown	topic-change	conjunction
نظامی شاعری است	که شاعری را با اشعار کوتاه آغاز کرد	1<2	unknown	elaboration	elaboration
که شاعری را با اشعار کوتاه آغاز کرد	و سپس در حدود چهلسالگی به منظومهسرایی پرداخت	1<2	unknown	joint	conjunction
و سپس در حدود چهلسالگی به منظومهسرایی پرداخت	و از این بابت به فردوسی شباهت دارد	1<2	unknown	evaluation	comment
که شاعری را با اشعار کوتاه آغاز کرد	و بیش از همه از فردوسی و شاهنامه تاثیر پذیرفته است ،	1<2	unknown	joint	conjunction
که شاعری را با اشعار کوتاه آغاز کرد	ولی پس از نظامی ، سرایندگان بسیاری در هند و ایران و ترکیه به تقلید از منظومههای نظامی پرداختهاند	1<2	unknown	joint	conjunction
ولی پس از نظامی ، سرایندگان بسیاری در هند و ایران و ترکیه به تقلید از منظومههای نظامی پرداختهاند	از امیرخسرو دهلوی تا جامی ، وحشیبافقی ، مکتبیشیرازی ، فضولیبغدادی و شاعران دیگر .	1<2	unknown	elaboration	elaboration
ولی پس از نظامی ، سرایندگان بسیاری در هند و ایران و ترکیه به تقلید از منظومههای نظامی پرداختهاند	کمتر شاعری در ادب فارسی مانند نظامی داریم	1<2	unknown	evaluation	comment
کمتر شاعری در ادب فارسی مانند نظامی داریم	که این تعداد مقلد داشته باشد	1<2	unknown	elaboration	elaboration
کمتر شاعری در ادب فارسی مانند نظامی داریم	و در میان آثار شاعران پارسیگوی ، منظومههای نظامی بیش از کتابهای دیگر سرمشق شاعران قرنهای بعد شده	1<2	unknown	joint	conjunction
کمتر شاعری در ادب فارسی مانند نظامی داریم	و نظیرههای بسیاری برای آنها پدید آورده است .	1<2	unknown	joint	conjunction
نظامی شاعری است	هنوز اندیشهها و حکمت نظامی به خوبی تبیین و تحلیل نشده	1<2	unknown	contrast	contrast
نظامی شاعری است	و در آثار نظامی حکمت و گرایشهای فلسفی مشهود است	1<2	unknown	joint	conjunction
نظامی شاعری است	و بیسبب نیست که لقب حکیم گرفته است .	1<2	unknown	joint	conjunction
نظامی شاعری است	ایراندوستی نظامی به همراه دینورزی	1<2	unknown	joint	conjunction
نظامی شاعری است	او	1<2	unknown	joint	conjunction
او	ست	1<2	unknown	elaboration	elaboration
ست	همه آثارش سرشار از اشاره به اساطیر و تاریخ و روایات کهن است	1<2	unknown	joint	conjunction
نظامی شاعری است	که همیشه با غرور و احترام از آن یاد میکند	1<2	unknown	joint	conjunction
نظامی شاعری است	و ب دان میبالد	1<2	unknown	joint	conjunction
نظامی بزرگترین سراینده منظومههای عاشقانه است	و توجه او به آموزههای دینی در تمام آثارش به ویژه دیباچههای او در خمسه ، حکایت از ایمان عمیق او به توحید و دیانت اسلام و ارادت به پیامبر ( ص ) دارد	1<2	unknown	topic-change	conjunction
و توجه او به آموزههای دینی در تمام آثارش به ویژه دیباچههای او در خمسه ، حکایت از ایمان عمیق او به توحید و دیانت اسلام و ارادت به پیامبر ( ص ) دارد	و در آثار ش بارها به اخلاق زهد و گوشهنشینی و شبزندهداری و روزه گرفتن و چله نشستن خود اشاره کرده است .	1<2	unknown	contrast	contrast
و در آثار ش بارها به اخلاق زهد و گوشهنشینی و شبزندهداری و روزه گرفتن و چله نشستن خود اشاره کرده است .	با اینکه نظامیپژوهان جهان چون هلموت ریتر ، یان ریپکا ، برتلس ، الساندرو بایوزانی ، کریستوف بورگل ، کارلو سکونه و پایولا اورساتی آثار نظامی را ترجمه و درباره او مقاله و کتاب نوشتهاند ،	1<2	unknown	joint	conjunction
و توجه او به آموزههای دینی در تمام آثارش به ویژه دیباچههای او در خمسه ، حکایت از ایمان عمیق او به توحید و دیانت اسلام و ارادت به پیامبر ( ص ) دارد	اما این نظامیپژوهان بیشتر در آلمان ، چک ، روسیه ، ایتالیا ، فرانسه ، انگلیس و . . . به این زبانها اثر	1<2	unknown	evaluation	comment
نظامی بزرگترین سراینده منظومههای عاشقانه است	آفریدها	1<2	unknown	topic-change	conjunction
آفریدها	ند <*> و امید است که با تلاش ایرانشناسان ، دپارتمانهای زبان در کشورهای دیگر ، رایزنیهای فرهنگی جمهوری اسلامی در ایران و مراکز ادبی و فرهنگی در سالهای آتی ، نظامیپژوهی رونق بیشتری در داخل و خارج از کشور داشته باشد .	1<2	unknown	contrast	contrast
ند <*> و امید است که با تلاش ایرانشناسان ، دپارتمانهای زبان در کشورهای دیگر ، رایزنیهای فرهنگی جمهوری اسلامی در ایران و مراکز ادبی و فرهنگی در سالهای آتی ، نظامیپژوهی رونق بیشتری در داخل و خارج از کشور داشته باشد .	و آثار نظامی به بسیاری از زبانها ترجمه نشده	1<2	unknown	elaboration	elaboration
ند <*> و امید است که با تلاش ایرانشناسان ، دپارتمانهای زبان در کشورهای دیگر ، رایزنیهای فرهنگی جمهوری اسلامی در ایران و مراکز ادبی و فرهنگی در سالهای آتی ، نظامیپژوهی رونق بیشتری در داخل و خارج از کشور داشته باشد .	نامگذاری روزهایی برای بزرگداشت مفاخر ادبی و فلسفی و دینی در تقویمها فقط برای افتخار کردن به این بزرگان نیست ،	1<2	unknown	joint	conjunction
ند <*> و امید است که با تلاش ایرانشناسان ، دپارتمانهای زبان در کشورهای دیگر ، رایزنیهای فرهنگی جمهوری اسلامی در ایران و مراکز ادبی و فرهنگی در سالهای آتی ، نظامیپژوهی رونق بیشتری در داخل و خارج از کشور داشته باشد .	بلکه همه ما در برابر آثاری	1<2	unknown	joint	conjunction
طرح شفافیت آرای نمایندگان از طرف دوست ما جناب آقای فتحی مطرح شد .	من نه تنها به این طرح رای مثبت دادم ،	1>2	unknown	background	frame
من نه تنها به این طرح رای مثبت دادم ،	بلکه با استفاده از جایگاه عضو هیات رییسه چهار انگشت خود را برای اعلام موافقت با این طرح بالا بردم	1<2	unknown	joint	conjunction
بلکه با استفاده از جایگاه عضو هیات رییسه چهار انگشت خود را برای اعلام موافقت با این طرح بالا بردم	تا سایر دوستان نیز برای دادن رای مثبت به این طرح تشویق شوند .	1<2	unknown	enablement	purpose
من نه تنها به این طرح رای مثبت دادم ،	اما موجی <*> خالی از صداقت است	1<2	unknown	contrast	contrast
اما موجی <*> خالی از صداقت است	که این روزها درباره این طرح به راه افتاده	1<2	unknown	elaboration	elaboration
اما موجی <*> خالی از صداقت است	زیرا کسانی <*> به هیچ کدام از ملزومات شفافیت پایبند نیستند .	1<2	unknown	explanation	explanation
زیرا کسانی <*> به هیچ کدام از ملزومات شفافیت پایبند نیستند .	که اکنون در فضای عمومی خود را منادی و علمدار شفافیت آرای نمایندگان قلمداد میکنند ،	1<2	unknown	elaboration	elaboration
شفافیت مانند آزادی موازین دارد .	یکی از لازمههای آزادی بیان آن است که آزادی پس از بیان وجود داشته باشد .	1>2	unknown	background	frame
من نه تنها به این طرح رای مثبت دادم ،	یکی از لازمههای آزادی بیان آن است که آزادی پس از بیان وجود داشته باشد .	1<2	unknown	topic-drift	conjunction
گاهی برخی با سواستفاده از واژه آزادی ، آزادی را قربانی میکنند .	این اتفاق سبب قربانی آزادی میشود .	1>2	unknown	summary	organization
اگر در آزادی بیان مصونیت پس از بیان وجود نداشته باشد ،	این اتفاق سبب قربانی آزادی میشود .	1>2	unknown	condition	condition
یکی از لازمههای آزادی بیان آن است که آزادی پس از بیان وجود داشته باشد .	این اتفاق سبب قربانی آزادی میشود .	1<2	unknown	summary	organization
یکی از لازمههای آزادی بیان آن است که آزادی پس از بیان وجود داشته باشد .	شفافیت آرای نمایندگان نیز شرایطی مشابه آزادی بیان دارد .	1<2	unknown	comparison	concession
شفافیت آرای نمایندگان نیز شرایطی مشابه آزادی بیان دارد .	شفافیت نقطه کانونی گفتمان اصلاح طلبی است .	1<2	unknown	explanation	explanation
شفافیت نقطه کانونی گفتمان اصلاح طلبی است .	شفافیت عناصر و شاخصههایی دارد	1<2	unknown	joint	conjunction
شفافیت عناصر و شاخصههایی دارد	که یکی از مهم ترین شاخصههای شفافیت ، گردش آزاد اطلاعات و دسترسی آزاد به اطلاعات است .	1<2	unknown	elaboration	elaboration
که یکی از مهم ترین شاخصههای شفافیت ، گردش آزاد اطلاعات و دسترسی آزاد به اطلاعات است .	دسترسی مردم به اطلاعات حق مردم است	1<2	unknown	explanation	explanation
دسترسی مردم به اطلاعات حق مردم است	و سلب این حق نیازمند دلیل و برهان است	1<2	unknown	elaboration	elaboration
و سلب این حق نیازمند دلیل و برهان است	و ابتدا به ساکن نمیتوان مردم را از اطلاعات محروم کرد .	1<2	unknown	joint	conjunction
که یکی از مهم ترین شاخصههای شفافیت ، گردش آزاد اطلاعات و دسترسی آزاد به اطلاعات است .	اینها تنها بخشی از شاخصههای شفافیت محسوب میشود .	1<2	unknown	elaboration	elaboration
من نه تنها به این طرح رای مثبت دادم ،	مواردی که این روزها برای برخی نمایندگان نسبت به موضوع شفافیت طلبی در آرای نمایندگان تردید ایجاد کرده ، آن است که :	1<2	unknown	topic-drift	conjunction
مواردی که این روزها برای برخی نمایندگان نسبت به موضوع شفافیت طلبی در آرای نمایندگان تردید ایجاد کرده ، آن است که :	۱ - باید قبل از شفافیت آرای نمایندگان ما مصونیت طلبی پس از رای را مطالبه کنیم .	1<2	unknown	elaboration	elaboration
چرا یک نماینده باید از افشا شدن رای خود هراس داشته باشد ؟	کسانی <*> باید به این سوال پاسخ دهند که چرا ساختار ما به گونهای است که نمایندگان از مشخص شدن رای خود هراس داشته باشند ؟	1>2	unknown	summary	organization
چرا یک نماینده باید از افشا شدن رای خود هراس داشته باشد ؟	چرا فضای ساختاری ما باید به گونهای باشد که نماینده از رای خود بترسد ؟	1<2	unknown	joint	conjunction
۱ - باید قبل از شفافیت آرای نمایندگان ما مصونیت طلبی پس از رای را مطالبه کنیم .	کسانی <*> باید به این سوال پاسخ دهند که چرا ساختار ما به گونهای است که نمایندگان از مشخص شدن رای خود هراس داشته باشند ؟	1<2	unknown	manner-means	mode
کسانی <*> باید به این سوال پاسخ دهند که چرا ساختار ما به گونهای است که نمایندگان از مشخص شدن رای خود هراس داشته باشند ؟	که منادی آرای شفافیت نمایندگان هستند	1<2	unknown	elaboration	elaboration
۱ - باید قبل از شفافیت آرای نمایندگان ما مصونیت طلبی پس از رای را مطالبه کنیم .	۲ - ما باید مصونیت یکسان داشته باشیم .	1<2	unknown	joint	conjunction
۲ - ما باید مصونیت یکسان داشته باشیم .	نباید طیفی از مجلس رویین تن باشند .	1<2	unknown	summary	organization
اگر طیفی در ساختار قدرت رویین تن نبوده	حتما نمایندگان از این طرح استقبال خواهند کرد .	1>2	unknown	condition	condition
اگر طیفی در ساختار قدرت رویین تن نبوده	و برای مصونیت پس از شفافیت آرا معیار واحد وجود داشته باشد ،	1<2	unknown	joint	conjunction
نباید طیفی از مجلس رویین تن باشند .	حتما نمایندگان از این طرح استقبال خواهند کرد .	1<2	unknown	explanation	explanation
حتما نمایندگان از این طرح استقبال خواهند کرد .	مردم اکنون باید بدانند این تردیدی <*> ریشه در کجا دارد .	1<2	unknown	evaluation	comment
مردم اکنون باید بدانند این تردیدی <*> ریشه در کجا دارد .	که در میان نمایندگان برای این طرح به وجود آمده	1<2	unknown	elaboration	elaboration
این تردید به آن دلیل است که عدهای در مناسبات قدرت رویین تن بوده	این جریان نمی تواند در موضوع شفافیت آرای نمایندگان صداقت داشته باشد .	1>2	unknown	explanation	explanation
عدهای در مناسبات قدرت رویین تن بوده	و از مواهب دوگانه بهره میبرند .	1<2	unknown	joint	conjunction
این تردید به آن دلیل است که عدهای در مناسبات قدرت رویین تن بوده	همین جریان این روزها علمدار شفافیت آرای نمایندگان شده و	1<2	unknown	joint	conjunction
به همین دلایل است که ما میگوییم	این جریان نمی تواند در موضوع شفافیت آرای نمایندگان صداقت داشته باشد .	1>2	unknown	attribution	attribution
مردم اکنون باید بدانند این تردیدی <*> ریشه در کجا دارد .	این جریان نمی تواند در موضوع شفافیت آرای نمایندگان صداقت داشته باشد .	1<2	unknown	explanation	explanation
من نه تنها به این طرح رای مثبت دادم ،	شفافیت آرای نمایندگان یک مصداق از هزاران مصداق شفافیت است .	1<2	unknown	summary	organization
شفافیت آرای نمایندگان یک مصداق از هزاران مصداق شفافیت است .	دوستانی <*> اجازه دهند شفافیت در تمامی حوزههای قدرت انجام شود	1<2	unknown	evaluation	comment
دوستانی <*> اجازه دهند شفافیت در تمامی حوزههای قدرت انجام شود	که این روزها کباده شفافیت آرای نمایندگان را به دوش میکشند ،	1<2	unknown	elaboration	elaboration
اجازه دهند شفافیت در تمامی حوزههای قدرت انجام شود	و به تمامی ارکان به لوازم شفافیت تمکین کنند .	1<2	unknown	joint	conjunction
دوستانی <*> اجازه دهند شفافیت در تمامی حوزههای قدرت انجام شود	پایبندی به لوازم شفافیت در جمهوری اسلامی ایران معنابخش دموکراسی است .	1<2	unknown	explanation	explanation
عدهای هستند که در کنار عدم پایبندی به لوازم شفافیت ، شعار شفافیت میدهند	که این اتفاق سبب شده تا عدهای متصور شوند این جریان به جای شفافیت به دنبال مچ گیری است .	1>2	unknown	explanation	explanation
دوستانی <*> اجازه دهند شفافیت در تمامی حوزههای قدرت انجام شود	که این اتفاق سبب شده تا عدهای متصور شوند این جریان به جای شفافیت به دنبال مچ گیری است .	1<2	unknown	explanation	explanation
اقتصاد هر کشوری برای کارکرد مناسب نیازمند نهادهای مختلف است	و اقتصاد ایران نیز از این موضوع مستثنی نیست .	1<2	unknown	elaboration	elaboration
اقتصاد هر کشوری برای کارکرد مناسب نیازمند نهادهای مختلف است	از جمله نهادهایی <*> نهاد قانون است .	1<2	unknown	elaboration	elaboration
از جمله نهادهایی <*> نهاد قانون است .	که طرفداران تفکر نهادگرا به آن معتقد ند ،	1<2	unknown	elaboration	elaboration
از جمله نهادهایی <*> نهاد قانون است .	طرفداران تفکر نهاد گرا در کنار حاکمیت قانون به حقوق مالکیت نیز پایبند هستند .	1<2	unknown	joint	conjunction
طرفداران تفکر نهاد گرا در کنار حاکمیت قانون به حقوق مالکیت نیز پایبند هستند .	حاکمیت قانون به حقوق مالکیت کمک میکند تضمین اجرای قراردادهای امضا شده به حکم قانون عملی شود .	1<2	unknown	cause	causal
متاسفانه ما امروز در جامعه به کرات شاهد نقض قانون مالکیت افراد هستیم .	در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	1>2	unknown	summary	organization
به عنوان مثال اگر در موارد مختلف از جمله بازار خودرو به قراردادهایی <*> دقت کنیم ،	شاهد نقض حقوق مالکیت خریدار هستیم .	1>2	unknown	condition	condition
به عنوان مثال اگر در موارد مختلف از جمله بازار خودرو به قراردادهایی <*> دقت کنیم ،	که میان خریدار و فروشنده امضا شده	1<2	unknown	elaboration	elaboration
متاسفانه ما امروز در جامعه به کرات شاهد نقض قانون مالکیت افراد هستیم .	شاهد نقض حقوق مالکیت خریدار هستیم .	1<2	unknown	explanation	explanation
شاهد نقض حقوق مالکیت خریدار هستیم .	دلیل این نقض حقوق خریدار توسط فروشنده ، ارتباط میان فروشنده با نهادهای قدرت است .	1<2	unknown	cause	causal
در چنین شرایطی خریدار <*> برای پیگیری حقوق مالکیت خود به کجا باید مراجعه کنند ؟	بعضا هزینه پیگیری در کشور ما آنچنان زیاد است	1>2	unknown	topic-comment	comment
در چنین شرایطی خریدار <*> برای پیگیری حقوق مالکیت خود به کجا باید مراجعه کنند ؟	که عموما مردم بدون ارتباط با نهادهای قدرت هستند ،	1<2	unknown	elaboration	elaboration
در چنین شرایطی خریدار <*> برای پیگیری حقوق مالکیت خود به کجا باید مراجعه کنند ؟	هزینه پیگیری برای مردم عادی چه مقدار خواهد بود ؟	1<2	unknown	joint	conjunction
دلیل این نقض حقوق خریدار توسط فروشنده ، ارتباط میان فروشنده با نهادهای قدرت است .	بعضا هزینه پیگیری در کشور ما آنچنان زیاد است	1<2	unknown	background	frame
بعضا هزینه پیگیری در کشور ما آنچنان زیاد است	که مردم عادی از پیگیری منصرف میشوند .	1<2	unknown	cause	causal
یکی از موارد اساسی <*> آن است که حاکمیت قانون یک الزام باشد .	در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	1>2	unknown	condition	condition
یکی از موارد اساسی <*> آن است که حاکمیت قانون یک الزام باشد .	که یک نظام بازار بتواند فعالیت کند ،	1<2	unknown	enablement	purpose
از جمله نهادهایی <*> نهاد قانون است .	در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	1<2	unknown	evaluation	comment
در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	اما متاسفانه امروز شاهد نقض صریح حقوق مردم توسط کانونهای قدرت هستیم .	1<2	unknown	contrast	contrast
در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	درکنار این موارد ، همزمان شاهد نقض مالکیت مردم توسط دولتها هستیم .	1<2	unknown	temporal	temporal
درکنار این موارد ، همزمان شاهد نقض مالکیت مردم توسط دولتها هستیم .	یکی از مواردی <*> مبادرت دولت به کاهش ارزش پول ملی است	1<2	unknown	explanation	explanation
یکی از مواردی <*> مبادرت دولت به کاهش ارزش پول ملی است	که نقض حقوق مالکیت مردم توسط دولت محسوب میشود ،	1<2	unknown	elaboration	elaboration
در چنین شرایطی حقوق عموم مردم و طرفین قراردادهای مختلف تضمین میشود	بنابراین آنچه توسط برخی دولتمردان نهادگرا عنوان میشود دارای مولفههایی است	1<2	unknown	evaluation	comment
بنابراین آنچه توسط برخی دولتمردان نهادگرا عنوان میشود دارای مولفههایی است	که باید رعایت شود .	1<2	unknown	elaboration	elaboration
بنابراین آنچه توسط برخی دولتمردان نهادگرا عنوان میشود دارای مولفههایی است	نخستین مولفه حاکمیت قانون و دومین مولفه احترام به حقوق مالکیت است .	1<2	unknown	elaboration	elaboration
اگر به این مولفه توجه شده	نهادگرایی گسترش پیدا خواهد کرد	1>2	unknown	condition	condition
اگر به این مولفه توجه شده	و به آن جامه عمل پوشانده شود ،	1<2	unknown	joint	conjunction
نخستین مولفه حاکمیت قانون و دومین مولفه احترام به حقوق مالکیت است .	نهادگرایی گسترش پیدا خواهد کرد	1<2	unknown	elaboration	elaboration
اما مادامی که ما شاهد نقض مکرر حاکمیت مردم و همچنین ناتوانی دستگاه قضایی در مقابله با این موارد <*> هستیم ،	نهادگرایی معنا ندارد .	1>2	unknown	condition	condition
به دلیل گستردگی و شدت	هستیم ،	1>2	unknown	cause	causal
نهادگرایی گسترش پیدا خواهد کرد	نهادگرایی معنا ندارد .	1<2	unknown	contrast	contrast
دراین میان صحبت از بازار آزاد فرصتی را برای صاحبان ثروت فراهم میکند	بنابراین خلا نهادی <*> احساس میشود .	1>2	unknown	evaluation	comment
دراین میان صحبت از بازار آزاد فرصتی را برای صاحبان ثروت فراهم میکند	تا در کارکرد درست بازار آزاد اخلال کنند .	1<2	unknown	enablement	purpose
دراین میان صحبت از بازار آزاد فرصتی را برای صاحبان ثروت فراهم میکند	این اتفاقی است که به کرات در ایران رخ داده	1<2	unknown	explanation	explanation
این اتفاقی است که به کرات در ایران رخ داده	و مردم شاهد تضییع حقوق شان موارد متعدد توسط نهادهای قدرتمند بوده اند	1<2	unknown	joint	conjunction
اقتصاد هر کشوری برای کارکرد مناسب نیازمند نهادهای مختلف است	بنابراین خلا نهادی <*> احساس میشود .	1<2	unknown	evaluation	comment
بنابراین خلا نهادی <*> احساس میشود .	که در چنین شرایطی مردم را همراهی و پشتیبانی کند ،	1<2	unknown	elaboration	elaboration
بنابراین خلا نهادی <*> احساس میشود .	به بیان دیگر نهادی <*> وجود ندارد .	1<2	unknown	summary	organization
به بیان دیگر نهادی <*> وجود ندارد .	که حامی منافع مردم باشد ،	1<2	unknown	elaboration	elaboration
بنابراین خلا نهادی <*> احساس میشود .	مطرح شدن موضوع بازنگری در ساختار اقتصادی ، بحث تازهای نیست .	1<2	unknown	topic-comment	comment
مطرح شدن موضوع بازنگری در ساختار اقتصادی ، بحث تازهای نیست .	در سه دهه گذشته ما همواره شاهد حضور سیاستهایی به اسم بازار آزاد بودیم	1<2	unknown	cause	causal
در سه دهه گذشته ما همواره شاهد حضور سیاستهایی به اسم بازار آزاد بودیم	و این سیاستها در شرایطی پدیدار میشدند	1<2	unknown	elaboration	elaboration
و این سیاستها در شرایطی پدیدار میشدند	که بستر نهادی تحقق بازار آزاد وجود نداشت .	1<2	unknown	elaboration	elaboration
که بستر نهادی تحقق بازار آزاد وجود نداشت .	در آن دوران اقداماتی صورت گرفت	1<2	unknown	attribution	attribution
در آن دوران اقداماتی صورت گرفت	که منافع گروههای خاص تامین شد	1<2	unknown	elaboration	elaboration
در آن دوران اقداماتی صورت گرفت	و این تامین منافع ، سبب بروز شکاف طبقاتی ، اختلاف درآمدی و از دست رفتن فرصتهای اجتماعی برای جمعیت کثیری از مردم شد .	1<2	unknown	cause	causal
و این تامین منافع ، سبب بروز شکاف طبقاتی ، اختلاف درآمدی و از دست رفتن فرصتهای اجتماعی برای جمعیت کثیری از مردم شد .	خروجی دیگر این دیدگاه ، فقر بیش از حد مردم بود .	1<2	unknown	joint	conjunction
خروجی دیگر این دیدگاه ، فقر بیش از حد مردم بود .	باید بدانیم ناامنی به دنبال فقر وارد جامعه میشود .	1<2	unknown	evaluation	comment
خروجی دیگر این دیدگاه ، فقر بیش از حد مردم بود .	مصداق یکی از ناامنیهای موجود در کشور گله مندی مردم از رفتار دیگر شهروندان است	1<2	unknown	explanation	explanation
مصداق یکی از ناامنیهای موجود در کشور گله مندی مردم از رفتار دیگر شهروندان است	که این مهم خود را به شکل یک ناهنجاری مانند کلاه برداری بروز و ظهور میکند .	1<2	unknown	elaboration	elaboration
ما برای آنکه بتوانیم یک اقتصاد سالم داشته باشیم ،	نیازمند کارکرد نهادهای اصلی و اساسی برای کارکردهای اقتصادی هستیم .	1>2	unknown	enablement	purpose
مطرح شدن موضوع بازنگری در ساختار اقتصادی ، بحث تازهای نیست .	نیازمند کارکرد نهادهای اصلی و اساسی برای کارکردهای اقتصادی هستیم .	1<2	unknown	joint	conjunction
در اقتصاد سالم ، مهم ترین کارکرد عبارت است از اعتماد عمومیبه ساختار اقتصادی .	و این مولفه مهم همان سرمایه اجتماعی است .	1>2	unknown	elaboration	elaboration
در اقتصاد سالم ، مهم ترین کارکرد عبارت است از اعتماد عمومیبه ساختار اقتصادی .	این اعتماد عمومی هم باید به ساختار باشد و هم مسوولان	1<2	unknown	elaboration	elaboration
نیازمند کارکرد نهادهای اصلی و اساسی برای کارکردهای اقتصادی هستیم .	و این مولفه مهم همان سرمایه اجتماعی است .	1<2	unknown	elaboration	elaboration
و این مولفه مهم همان سرمایه اجتماعی است .	سرمایهای که در سه دهه گذشته <*> به شدت آسیب دیده است	1<2	unknown	elaboration	elaboration
سرمایهای که در سه دهه گذشته <*> به شدت آسیب دیده است	به دلیل سیاستهای اشتباه اقتصادی	1<2	unknown	cause	causal
سرمایهای که در سه دهه گذشته <*> به شدت آسیب دیده است	که مواردی از این آسیب در بالا به آن اشاره شد .	1<2	unknown	elaboration	elaboration
برای بازسازی این سرمایه آسیب خورده	نیازمند استقرار نهادها و ساختارهای نهادی متناسب هستیم	1>2	unknown	enablement	purpose
سرمایهای که در سه دهه گذشته <*> به شدت آسیب دیده است	نیازمند استقرار نهادها و ساختارهای نهادی متناسب هستیم	1<2	unknown	topic-comment	comment
و مادامی که این نهادها مستقر نشوند ،	عملا امکان بازسازی اقتصاد کشور وجود ندارد .	1>2	unknown	condition	condition
نیازمند استقرار نهادها و ساختارهای نهادی متناسب هستیم	عملا امکان بازسازی اقتصاد کشور وجود ندارد .	1<2	unknown	elaboration	elaboration
نرخ ارز تحتتاثیر عوامل مختلفی قرار دارد	که بدون دقت در آنها نمیتوانیم شرایط بازار و تغییرات یا التهابات ارزی را بررسی کنیم .	1<2	unknown	elaboration	elaboration
که بدون دقت در آنها نمیتوانیم شرایط بازار و تغییرات یا التهابات ارزی را بررسی کنیم .	یکی از این عوامل شرایط حاکم بر اقتصاد است .	1<2	unknown	elaboration	elaboration
زمانی که نرخ ارز افزایش یافت ،	حبابهای قیمتی در بخشهای مختلف ایجاد شد .	1>2	unknown	background	frame
نرخ ارز تحتتاثیر عوامل مختلفی قرار دارد	حبابهای قیمتی در بخشهای مختلف ایجاد شد .	1<2	unknown	elaboration	elaboration
حبابهای قیمتی در بخشهای مختلف ایجاد شد .	اما با ورود نرخ ارز به کانال ١٢ و ١۳ هزار تومان ، قدری از حبابهای قیمتی تخلیه شد .	1<2	unknown	contrast	contrast
