unit1_txt	unit2_txt	dir	rel_type	orig_label	label
loro invieranno il codice PIN al suo referente	e lui a sua volta le le consegnerà il il nuovo ol nuovo insomma il codice PIN per poter <*> fare accesso alle procedure	1<2	explicit	temporal.asynchronous	temporal
la chiamata è la numero <DIGIT> <DIGIT> <DIGIT> <DIGIT>	aspetti è che me lo segno	1<2	implicit	comparison.contrast	contrast
il mio referente dovrebbe essere l' architetto <PER>	è il referente	1<2	implicit	repetition	reformulation
è il referente	è il referente informatico di sede	1<2	implicit	repetition	reformulation
è il referente informatico di sede <*> allora	loro manderanno il codice PIN a lui	1>2	explicit	contingency.condition	condition
perfetto allora loro manderanno il codice PIN a lui	a sua volta glielo consegnerà con la busta chiusa e sigillata con il nuovo codice	1<2	altlex	temporal.asynchronous	temporal
non è più in possesso del codice <*> PIN vero	e dato questo necessita per poter vedere le timbrature	1<2	explicit	expansion.conjunction	conjunction
lei ha la smart card	io ho la smart card	1<2	implicit	repetition	reformulation
ce l' aveva	ce l' aveva sì	1<2	implicit	repetition	reformulation
la lettera è a casa sicuramente in un archivio non a ben organizzato	ma a casa c' è	1<2	explicit	comparison.concession	concession
a casa c' è	ma dato che mi mi necessita è per quello che telefono	1<2	explicit	comparison.concession	concession
dato che mi mi necessita	è per quello che telefono	1>2	explicit	contingency.cause	causal
ma dato che mi mi necessita è per quello che telefono	ma deve entrare subito	1<2	explicit	comparison.concession	concession
non devo entrare subito	devo entrare però per poter vedere le timbrature quanto prima	1<2	explicit	comparison.contrast	contrast
io eventualmente le posso far rimandare il <*> la lettra	se non la trova più	1<2	explicit	contingency.condition	condition
io eventualmente le posso far rimandare <*> la lettra	allora <*> la manderanno in sede quindi <LOC> <NUM>	1<2	explicit	contingency.condition	condition
mi confermi solo per favore il telefono	caso mai avessi bisogno di chiamarla per qualche motivo	1<2	explicit	contingency.condition	condition
invio il PUC allora	io signora la giro subito al gruppo che si occupa <*> dell' abilitazione	1<2	implicit	temporal.synchrony	temporal
dicevamo per la remedy	hai bisogno di modificare <*> una remedy che hai aperto	1<2	implicit	expansion.restatement.specification	reformulation
quella che mi è stata segnalata che non è corretta la rifaccio	perchè <*> mi han detto che devo fare nuova richiesta	1<2	explicit	contingency.cause	causal
duplicare un numero e richiedere un nuovo apparecchio	invece <*> devo fare nuova richiesta	1<2	explicit	expansion.alternative	alternation
mi han detto che devo fare nuova richiesta <*> quindi	questa la la riscrivo	1>2	explicit	contingency.cause	causal
questa la la riscrivo	invece quella che si chiama <NUM> <NUM> <NUM>	1<2	explicit	interrupted	organization
allora il numero non dovrebbe essere il <NUM> <NUM> ma <PER> <NUM> <NUM> <DIGIT> <DIGIT> ma <NUM> <DIGIT> <DIGIT>	è il <NUM> <DIGIT> <DIGIT> quello da spostare	1<2	implicit	contingency.cause	causal
è il <NUM> <DIGIT> <DIGIT> quello da spostare <*> allora	te lo modifico	1>2	explicit	contingency.condition	condition
sì sì	tra l' altro è solo un numero da modificare <NUM>	1<2	explicit	expansion.conjunction	conjunction
è solo un numero da modificare <NUM>	anche perchè vedo che non è ancora stato preso in carico	1<2	explicit	contingency.cause	causal
tutti <*> invariato tranne quel numero lì	anche l' apparecchio deve venire nel mio ufficio okay	1<2	implicit	comparison.concession	concession
dovrebbe andar bene	aspetti che verifichiamo	1<2	implicit	comparison.concession	concession
se no	ho quella del settore informatico	1>2	explicit	contingency.condition	condition
ce l' ha allora	mi dia quello del settore informatico	1>2	implicit	contingency.cause	causal
ho quella del settore informatico <*> allora	ce l' ha	1>2	explicit	expansion.restatement.equivalence	reformulation
adesso ho tolto tutti i fogli	però mi dà comunque errore <NUM>	1<2	explicit	comparison.concession	concession
mi dà comunque errore <NUM>	e non riesco proprio più a lavorare	1<2	explicit	expansion.conjunction	conjunction
mi dà comunque errore <NUM>	allora sul display glielo segnala <*> questo errore	1<2	explicit	expansion.restatement.specification	reformulation
è rimasta in rosso	non non va proprio più	1<2	implicit	expansion.conjunction	conjunction
non non va proprio più	allora ha provato anche a spegnerla riaccenderla	1<2	explicit	contingency.condition	condition
non non va proprio più	ogni tanto dà anche errore <CHAR> <NUM>	1<2	implicit	expansion.conjunction	conjunction
ogni tanto dà anche errore <CHAR> <NUM>	però quando è venuto il tecnico mi aveva spiegato come come sbloccarlo	1<2	explicit	comparison.concession	concession
quando è venuto il tecnico	mi aveva spiegato come come sbloccarlo	1>2	explicit	temporal.synchrony	temporal
mi aveva spiegato come come sbloccarlo	questo qua invece non so	1<2	explicit	comparison.contrast	contrast
errore <CHAR> <NUM> si inceppa la carta allora adesso ho tolto tutti i fogli però mi dà comunque errore <NUM> e non riesco proprio più a lavorare <*> quindi	inceppa proprio i fogli all' interno	1>2	explicit	expansion.restatement.specification	reformulation
allora le lascio <*> il numero della chiamata	vedo di mandargli l' assistenza hardware	1<2	implicit	temporal.asynchronous	temporal
eccomi qua <*> allora	ci siamo	1>2	explicit	contingency.condition	condition
allora ci siamo <*> allora	dimmi tutto	1>2	explicit	contingency.condition	condition
mi chiedevi informazioni su una richiesta che avevi aperto	io ho aperto vero questa richiesta per cui praticamente da ieri non riesco più ad accedere alla <SW> <SW>	1<2	implicit	contingency.cause	causal
io ho aperto <*> questa richiesta	per cui praticamente da ieri non riesco più ad accedere alla <SW> <SW>	1<2	explicit	contingency.cause	causal
il motivo può essere legato a alla password man mancat match tra la password della user <*> quindi	avrebbero dovuto resettarmela resettarmela	1>2	explicit	contingency.cause	causal
quindi avrebbero dovuto resettarmela resettarmela	soltanto io sono fuori sede	1<2	explicit	comparison.concession	concession
soltanto io sono fuori sede quindi	avrei proprio bisogno di entrare nella posta	1>2	explicit	contingency.cause	causal
avrei proprio bisogno di entrare nella posta	e i suoi colleghi già due volte hanno sollecitato l' intervento ai sistemisti	1<2	explicit	expansion.conjunction	conjunction
i suoi colleghi già due volte hanno sollecitato l' intervento ai sistemisti	ma non non so se adesso sia <*> sbloccata la	1<2	explicit	comparison.concession	concession
non hanno mica <*> fatto sai	ma <*> vedo che c' è la la richiesta aperta	1<2	explicit	comparison.concession	concession
vedo che c' è la la richiesta aperta che è la <NUM> <DIGIT> <DIGIT> <DIGIT> <DIGIT> vero	però vedo che aimè i sistemisti non hanno ancora chiuso l' intervento	1<2	explicit	comparison.contrast	contrast
i sistemisti non hanno ancora chiuso l' intervento quindi	devo assolutamente sollecitartela con urgenza	1>2	explicit	contingency.cause	causal
richiamo	richiama tranquillamente	1<2	implicit	repetition	reformulation
bisogna connettere una stampante di rete	ma in teoria io questa con connessione l' avrei	1<2	explicit	comparison.concession	concession
in teoria io questa con connessione l' avrei	perché a me risultava	1<2	explicit	contingency.cause	causal
a me risultava	sarebbe una stampante <CHAR> <CHAR> <DIGIT> <DIGIT> <CHAR> <DIGIT> <DIGIT> su <CHAR> <CHAR> <CHAR> <NUM> off <DIGIT> <DIGIT>	1<2	implicit	expansion.restatement.specification	reformulation
in teoria io questa con connessione l' avrei	però nella realtà <*> ecco questa stampante qua mi risulta essere al <ORD> piano dove in effetti sono io però dovrebbe esser nell' ufficio di questa persona <PER>	1<2	explicit	comparison.concession	concession
ecco questa stampante qua mi risulta essere al <ORD> piano dove in effetti sono io	però dovrebbe esser nell' ufficio di questa persona <PER>	1<2	explicit	comparison.concession	concession
dovrebbe esser nell' ufficio di questa persona <PER>	infatti qua <*> c' è scritto ufficio <PER>	1<2	explicit	contingency.cause	causal
c' è scritto ufficio <PER>	però mi dice che non è la <DIGIT> <DIGIT> quella c' è da <PER> ma è la <DIGIT> <DIGIT>	1<2	explicit	comparison.concession	concession
non è la <DIGIT> <DIGIT> quella c' è da <PER>	ma è la <DIGIT> <DIGIT>	1<2	explicit	comparison.contrast	contrast
ho parlato con <PER>	m' ha detto che è la <DIGIT> <DIGIT>	1<2	implicit	temporal.asynchronous	temporal
m' ha detto che è la <DIGIT> <DIGIT> quindi	io ho mandato in stampa allo <DIGIT> <DIGIT>	1>2	explicit	contingency.cause	causal
io ho mandato in stampa allo <DIGIT> <DIGIT>	adesso per fortuna sono riuscita ad anullarlo	1<2	implicit	comparison.concession	concession
<DIGIT> <DIGIT> <DIGIT> qua pare <PER>	invece la <DIGIT> mi ha detto giusto	1<2	explicit	comparison.contrast	contrast
ma che sia stata una stampante maga stampante tolta	magari non hanno fatto le modifiche	1<2	implicit	expansion.conjunction	conjunction
è un <BRAND> <BRAND> quella del signor <PER> vero	invece qua pare che il signor <PER> abbia una <BRAND>	1<2	explicit	comparison.concession	concession
invece qua pare che il signor <PER> abbia una <BRAND> <*> allora	io le connetto la stampante giusta	1>2	explicit	contingency.cause	causal
vado a vedere un attimo una <*> cosa	intanto <*> esco solo dal <*> ufficio un secondo	1<2	explicit	temporal.synchrony	temporal
esco solo dal <*> ufficio un secondo	e guardo se ce n' è una così	1<2	explicit	contingency.goal	purpose
forse è come abbiamo detto <*> allora	provo a lanciare una stampa	1>2	explicit	contingency.cause	causal
cerca una stampante	cerca di prova	1<2	implicit	repetition	reformulation
c' è una stampante c' è	però non è collegata	1<2	explicit	comparison.concession	concession
non è collegata	può darsi che un tempo fosse stata collegata	1<2	implicit	comparison.contrast	contrast
sì sì sta venendo	sta venendo	1<2	implicit	repetition	reformulation
sta venendo <*> allora	siamo a posto	1>2	explicit	contingency.condition	condition
sta venendo	sta venendo	1<2	implicit	repetition	reformulation
no no no	perché io utilizzo un' altra che in questo momento sta funzionando male	1<2	explicit	contingency.cause	causal
perché io utilizzo un' altra che in questo momento sta funzionando male	la la tengo <*> tengo come seconda	1<2	implicit	expansion.conjunction	conjunction
allora è in carico al gruppo fonia del <ORG> il gruppo praticamente di <PER>	io adesso devo fare un sollecito perchè vedo che non hanno ancora presa in carico	1<2	implicit	comparison.concession	concession
io adesso devo fare un sollecito	perchè vedo che non hanno ancora presa in carico	1<2	explicit	contingency.cause	causal
io adesso devo fare un sollecito	faccio subito un sollecito telefonico urgente	1<2	implicit	repetition	reformulation
faccio subito un sollecito telefonico urgente	chiamo <PER> un attimino	1<2	implicit	expansion.restatement	reformulation
chiamo <PER> un attimino	chiedo appunto di intervenire al più presto possibile	1<2	implicit	temporal.asynchronous	temporal
il problema è che non riesco ad entrare io	non so se vuol provare	1<2	implicit	expansion.conjunction	conjunction
il problema è che non riesco ad entrare io	io metto il mio badge eccetera digito il PIN però non entra	1<2	implicit	expansion.restatement	reformulation
io metto il mio badge eccetera digito il PIN	però non entra	1<2	explicit	comparison.concession	concession
non entra	cioè <*> viene fuori una videata bianca	1<2	explicit	expansion.restatement.specification	reformulation
viene fuori una videata bianca	ma non non	1<2	explicit	interrupted	organization
sì	perchè appare una videata bianca	1<2	explicit	contingency.cause	causal
digito il PIN <*> quindi	lei arriva all' inserimento del PIN	1>2	explicit	contingency.condition	condition
se vede l' alberatura con le procedure	okay	1>2	explicit	contingency.condition	condition
io metto il mio badge eccetera digito il PIN	ho anche provato a spegnere e riaccendere	1<2	explicit	expansion.conjunction	conjunction
ho anche provato a spegnere e riaccendere	ma no niente	1<2	explicit	comparison.concession	concession
digito	però questo è quello vecchio	1<2	explicit	comparison.concession	concession
però questo è quello vecchio	questo qua è quello vecchio infatti	1<2	explicit	expansion.restatement.equivalence	reformulation
chiudiamo un attimo	e allora riapriamo da capo	1<2	explicit	temporal.asynchronous	temporal
metta il PIN	diamo sì diamo okay	1<2	implicit	temporal.asynchronous	temporal
diamo sì diamo okay	ridiamo sì	1<2	implicit	temporal.asynchronous	temporal
diamo sì diamo okay ridiamo sì	poi viene fuori okay area personale	1<2	explicit	temporal.asynchronous	temporal
ecco poi viene fuori okay area personale	poi apriamo le procedure	1<2	explicit	temporal.asynchronous	temporal
okay poi apriamo le procedure poi delibere delibere e determine e determine atti amministrativi okay deli determine determine	poi viene così	1<2	explicit	temporal.asynchronous	temporal
poi viene così	e adesso non so se viene	1<2	explicit	comparison.concession	concession
mi arrabbio	perchè ho provato già dieci volte	1<2	explicit	contingency.cause	causal
viene così	viene una cosa così	1<2	implicit	repetition	reformulation
rimane così	rimane lì in schermata bianca	1<2	implicit	expansion.restatement.specification	reformulation
appare	ci appare proprio per qualche istante	1<2	implicit	repetition	reformulation
rimane lì in schermata bianca	no no no non compare niente	1<2	implicit	expansion.restatement.equivalence	reformulation
no no no non compare niente	invece delibera va	1<2	explicit	comparison.contrast	contrast
invece delibera va	delibere va	1<2	implicit	repetition	reformulation
delibere va	delibere va	1<2	implicit	repetition	reformulation
provo con delibere	usciamo di nuovo da qua	1<2	implicit	temporal.asynchronous	temporal
ho cercato di trasmettere una determina come diciamo ultimo passaggio	poi sono uscita	1<2	explicit	temporal.asynchronous	temporal
poi sono uscita	e mi è mi è venuto fuori che non non poteva essere trasmessa	1<2	explicit	temporal.asynchronous	temporal
mi è venuto fuori che non non poteva essere trasmessa	io però sono uscita da tutto perchè ho detto ancora qui	1<2	explicit	comparison.concession	concession
io però sono uscita da tutto	perchè ho detto ancora qui	1<2	explicit	contingency.cause	causal
io però sono uscita da tutto perchè ho detto ancora qui	e ho provato a ricercarla	1<2	explicit	temporal.asynchronous	temporal
ho provato a ricercarla	e <*> rimane tutto bloccato	1<2	explicit	temporal.asynchronous	temporal
lo uso solo io	lo usa solo lei	1<2	implicit	repetition	reformulation
lo uso solo io	però potrei provare io e andare in un altro computer	1<2	explicit	comparison.concession	concession
potrei provare io e andare in un altro computer	c' è una mia collega che ogni tanto lo fa	1<2	implicit	contingency.cause	causal
c' è una mia collega che ogni tanto lo fa quando io non ci sono	potrei andare da lei	1>2	implicit	contingency.cause	causal
c' è una mia collega che ogni tanto lo fa	quando io non ci sono	1<2	explicit	temporal.synchrony	temporal
potrei andare da lei	ma mi dispiace farla mandare di là	1<2	explicit	comparison.contrast	contrast
le dà applicazione già attiva adesso	ma sempre mi ha dato così	1<2	explicit	comparison.concession	concession
chiedo ai colleghi delle degli atti amministrativi se ci sono problemi su le determine	io poi intanto magari provo a andare a vedere di là se	1<2	explicit	expansion.conjunction	conjunction
chiedo ai colleghi delle degli atti amministrativi se ci sono problemi su le determine	io poi intanto magari provo a andare a vedere di là se	1<2	explicit	temporal.synchrony	temporal
ma è meglio col mio badge	o faccio provare col badge della signora	1<2	explicit	expansion.alternative	alternation
almeno capisco se	più che altro è per capire se è un problema	1<2	explicit	expansion.restatement.equivalence	reformulation
più che altro è per capire se è un problema	voglio capire se è un problema centralizzato su determine o vi verifica solo sul sul mio <*> computer	1<2	implicit	expansion.restatement.specification	reformulation
è un problema centralizzato su determine	o vi verifica solo sul <*> suo computer	1<2	explicit	expansion.alternative	alternation
vado a provare	mi fa eventualmente saper qualcosa	1<2	implicit	temporal.asynchronous	temporal
io sono <PER>	chieda di me	1<2	implicit	expansion.conjunction	conjunction
chieda di me	chiedo di lei	1<2	implicit	repetition	reformulation
mi diceva	mi dica tutto	1<2	implicit	repetition	reformulation
adesso ha quello nuovo	e ha urgente bisogno di avere di nuovo il PIN e il PUC	1<2	explicit	expansion.conjunction	conjunction
adesso ha quello nuovo	gli hanno dato un sì nuovo un nuovo badge	1<2	implicit	expansion.restatement.equivalence	reformulation
ha urgente bisogno di avere di nuovo il PIN e il PUC	ed è un sollecito proprio urgente	1<2	explicit	expansion.conjunction	conjunction
è un sollecito proprio urgente	perchè come dirigente deve entrare nelle procedure	1<2	explicit	contingency.cause	causal
ed è un sollecito proprio urgente perchè come dirigente deve entrare nelle procedure	in realtà i solleciti sono due	1<2	explicit	comparison.concession	concession
in realtà i solleciti sono due	un altro è per un collega <PER> <PER>	1<2	implicit	expansion.instantiation	elaboration
in realtà i solleciti sono due <*> allora	sono due cose diverse	1>2	explicit	contingency.condition	condition
sono due cose diverse	<PER> <PER> ha smarrito il badge e quindi ha la necessità di un PIN e un PUC nuovo <*> <PER> <PER> <*> il badge non l' ha smarrito ma ha smarrito il PIN e il PUC	1<2	implicit	contingency.cause	causal
<PER> <PER> ha smarrito il badge	e quindi ha la necessità di un PIN e un PUC nuovo	1<2	explicit	expansion.conjunction	conjunction
<PER> <PER> ha smarrito il badge <*> quindi	ha la necessità di un PIN e un PUC nuovo	1>2	explicit	contingency.cause	causal
<PER> <PER> ha smarrito il badge e quindi ha la necessità di un PIN e un PUC nuovo e	io sollecito	1>2	explicit	contingency.cause	causal
<PER> <PER> ha smarrito il badge e quindi ha la necessità di un PIN e un PUC nuovo	<PER> <PER> <*> il badge non l' ha smarrito ma ha smarrito il PIN e il PUC	1<2	implicit	comparison.contrast	contrast
il badge non l' ha smarrito	ma ha smarrito il PIN e il PUC	1<2	explicit	comparison.contrast	contrast
oggi è la giornata dei PIN e i PUC <*> ma tantissimi	perchè con la nuova procedura intranet se non hanno il PIN e il PUC non possono neanche vedersi le <*> bollature	1<2	explicit	contingency.cause	causal
se non hanno il PIN e il PUC	non possono neanche vedersi le <*> bollature	1>2	explicit	contingency.condition	condition
oggi è la giornata dei PIN e i PUC	nel senso che è la giornata dei PIN e PUC	1<2	explicit	expansion.restatement	reformulation
è la giornata dei PIN e PUC	nel senso che tanti <*> stanno chiamando che l' hanno persi	1<2	explicit	contingency.cause	causal
prima stavano bene così	sono cambiate un pò di <*> cose con la nuova <*> intranet	1<2	implicit	temporal.asynchronous	temporal
quello del dirigente è un sollicitone grandissimo <*> per la per l' accesso alla procedura	perfetto qua mettiamo urgentissimo	1>2	implicit	contingency.cause	causal
questo glielo mettiamo <*> come massima urgenza	insomma <*> qua mettiamo urgentissimo	1<2	explicit	expansion.restatement.equivalence	reformulation
diciamo che quello del dirigente è un sollicitone grandissimo <*> per la per l' accesso alla procedura	poi se va viaggiano insieme va bene lo stesso	1<2	explicit	comparison.concession	concession
se va viaggiano insieme	va bene lo stesso	1>2	explicit	contingency.condition	condition
devo aprire solo due due chiamate due chiamate due richieste diverse	e questo è per il dirigente	1<2	explicit	expansion.instantiation	elaboration
questo è per il dirigente	l' altro mi ha detto che si chiama il suo collega	1<2	implicit	expansion.conjunction	conjunction
devo aprire solo due due chiamate due chiamate due richieste diverse okay	l' altro mi ha detto che si chiama il suo collega <PER> <PER>	1<2	implicit	expansion.instantiation	elaboration
ha smarrito il PIN e il PUC <*> quindi	chiediamo appunto il reinvio dei dati	1>2	explicit	contingency.cause	causal
dove si trova questa persona <LOC> <LOC>	si trova in <LOC> <*> <LOC> questa persona	1<2	implicit	repetition	reformulation
<PER> <PER> <*> ha smarrito il PIN e il PUC PIN e PUC e quindi chiediamo appunto il reinvio dei dati	allora <PER> <PER> richiede invio dati <*> PIN e PUC	1<2	explicit	expansion.restatement.equivalence	reformulation
devo aprire solo due due chiamate due chiamate due richieste diverse	apro per entrambe	1<2	implicit	expansion.restatement.equivalence	reformulation
mi preoccupavo per <PER> <PER>	nel senso che lui non è abilitato a nessuna procedura all' interno	1<2	explicit	contingency.cause	causal
lui non è abilitato a nessuna procedura all' interno allora	dovete fare richiesta di <*> abilitazione	1>2	explicit	contingency.cause	causal
dovete fare richiesta di <*> abilitazione	a questo punto devo non devo prima fare la richiesta <*> di abilitazione al protocollo ad esempio	1>2	explicit	contingency.cause	causal
se non è abilitato alle <*> procedure	gliel' apro io o fa richiesta	1>2	explicit	contingency.condition	condition
quindi a questo punto devo non devo prima fare la richiesta	perchè <*> un tempo mandavate la lettera del PIN e il PUC anche se non eravamo abilitati no	1<2	explicit	contingency.cause	causal
gliel' apro io	o fa richiesta	1<2	explicit	expansion.alternative	alternation
un tempo mandavate la lettera del PIN e il PUC anche se	non eravamo abilitati	1>2	explicit	comparison.concession	concession
un tempo mandavate la lettera del PIN e il PUC anche se non eravamo abilitati	però guardi le dico io mi mi è capitato in passato di aprire delle chiamate di questo tipo nel <*> senso di reinvio PIN e PUC per <*> persone che magari non erano abilitate <*> e il gruppo delle abilitazioni mi ha detto guarda <*> prima va fatta la richiesta di abilitazione per questa persona	1<2	explicit	comparison.concession	concession
mi è capitato in passato di aprire delle chiamate di questo tipo nel <*> senso di reinvio PIN e PUC per <*> persone che magari non erano abilitate	e il gruppo delle abilitazioni mi ha detto guarda <*> prima va fatta la richiesta di abilitazione per questa persona	1<2	explicit	temporal.asynchronous	temporal
allora <*> prima va fatta la richiesta di abilitazione per questa persona	niente	1>2	explicit	contingency.cause	causal
allora <*> prima va fatta la richiesta di abilitazione per questa persona	faccio prima la richiesta	1>2	explicit	contingency.cause	causal
prima va fatta la richiesta di abilitazione per questa persona allora	cancelli <*> <PER>	1>2	explicit	contingency.condition	condition
allora cancelli <*> <PER>	annulliamo <*> <PER>	1<2	implicit	expansion.restatement	reformulation
allora ca <PER> annulliamo <*> <PER>	però per il dirigente <*> la manteniamo buona urgente	1<2	explicit	comparison.contrast	contrast
è abilitato	non c' è problema	1>2	implicit	contingency.cause	causal
per il dirigente <*> la manteniamo buona urgente	facciamo così	1>2	altlex	expansion.restatement.specification	reformulation
sì	perchè quando sì perchè quando apro appunto con <SW> <SW> <SW> <*> mi dice impossibile riprodurre i file effettuare la connessione a internet o introdurre il supporto removibile	1<2	explicit	contingency.cause	causal
quando <*> mi dice impossibile riprodurre i file effettuare la connessione a internet o introdurre il supporto removibile	apro appunto con <SW> <SW> <SW>	1>2	explicit	temporal.synchrony	temporal
effettuare la connessione a internet	o introdurre il supporto removibile	1<2	explicit	expansion.alternative	alternation
aprire il contenuto in cui è contenuto il file	e quindi riprovare a riprodurre i file	1<2	explicit	temporal.asynchronous	temporal
aprire il contenuto in cui è contenuto il file	quindi riprovare a riprodurre i file	1<2	explicit	temporal.asynchronous	temporal
aprire il contenuto in cui è contenuto il file e quindi riprovare a riprodurre i file	ma io non ho mai	1<2	explicit	interrupted	organization
potrebbe essere una radio una cosa del genere	ma quello non ciò provato	1<2	explicit	comparison.contrast	contrast
dà solo l' RWS del computer	provo a collegarmi un attimo	1<2	implicit	contingency.goal	purpose
provo a collegarmi un attimo	così <*> vediamo cosa può essere	1<2	explicit	contingency.goal	purpose
c' è solo una opzione da impostare su <SW> <SW> <SW> che di solito risolve il problema	proviamo magari a impostare questa cosa	1>2	implicit	contingency.cause	causal
proviamo magari a impostare questa cosa	e vediamo se se funziona	1<2	explicit	contingency.goal	purpose
mi dà solo l' RWS del computer provo a collegarmi un attimo così	tra l' altro però io non riesco a collegarmi sull' RWS	1<2	explicit	comparison.contrast	contrast
non so se ce l' ha	perchè forse <*> ce l' ha è dinamico	1<2	explicit	contingency.cause	causal
perchè forse <*> ce l' ha	è dinamico	1<2	implicit	comparison.concession	concession
è dinamico	cambia sempre	1<2	implicit	expansion.restatement	reformulation
non ce l' ho <*> allora	le faccio <*> vedere come fare per ricavarlo	1>2	explicit	contingency.condition	condition
le faccio allora vedere come fare per ricavarlo	dovrebbe andare su start <*> sulla voce esegui esegui	1<2	implicit	expansion.instantiation	elaboration
andare su start <*> sulla voce esegui	e poi cliccare su	1<2	explicit	expansion.conjunction	conjunction
dovrebbe andare su start <*> sulla voce esegui	poi cliccare su	1<2	explicit	temporal.asynchronous	temporal
e poi cliccare su	le si aprirà una <*> finestra nera di <SW>	1<2	implicit	temporal.asynchronous	temporal
le si aprirà una <*> finestra nera di <SW>	dove c' è il cursore che lampeggia deve scrivere I P config	1<2	implicit	temporal.asynchronous	temporal
allora proviamo a mettere quell' opzione che le dicevo	bisogna impostare questa opzione qui	1<2	implicit	expansion.restatement	reformulation
sente quindi	era solo <*> quella opzione lì da <*> impostare	1>2	explicit	contingency.cause	causal
allora quindi accesso a procedure sulla extranet	però le richiede l' installazione di qualche componente sulla macchina giusto	1<2	explicit	comparison.concession	concession
le richiede l' installazione di qualche componente sulla macchina giusto	presumo di file di programma	1>2	implicit	contingency.cause	causal
RWS <*> <DIGIT> <DIGIT> <*> <NUM> <*> <NUM> <DIGIT>	posso collegarmici	1>2	explicit	contingency.condition	condition
a me sono stati dati i codici di acceso	però entrando nel sito extranet <ORG> ecco anagrafe strutture sanitarie mi dà tutto una una serie di file che dovrebbero essere scaricati sulla mia postazione	1<2	explicit	comparison.concession	concession
sì	perchè è un programma che va installato comunque questo	1<2	explicit	contingency.cause	causal
perchè è un programma che va installato comunque questo	e lei non avendo i privilegi di amministratore non può da qua	1<2	explicit	comparison.concession	concession
ho provato ad aprire	ma io ho provato a inserire quello che mi era stato dato	1<2	explicit	comparison.concession	concession
io ho provato a inserire quello che mi era stato dato	ma ovviamente non entro	1<2	explicit	comparison.concession	concession
ho provato ad aprire ma io ho provato a inserire quello che mi era stato dato ma ovviamente non entro	ma non le accetta però le credenziali	1<2	explicit	comparison.concession	concession
non le accetta però le credenziali	a questo punto è diversa la cosa	1>2	implicit	contingency.condition	condition
ho provato ad aprire ma io ho provato a inserire quello che mi era stato dato ma ovviamente non entro	non le accetta però le credenziali	1<2	explicit	comparison.concession	concession
a questo punto è diversa la cosa	perchè qua qua non dobbiamo ancora scaricare nulla qua dobbiamo semplicemente entrare nell' area riservata	1<2	explicit	contingency.cause	causal
qua non dobbiamo ancora scaricare nulla	qua dobbiamo semplicemente entrare nell' area riservata	1<2	implicit	contingency.cause	causal
io ho messo <*> <PER>	poi ho messo la pa <*> la chiave appliccativa ASN	1<2	explicit	temporal.asynchronous	temporal
accedere al programma una volta che	però è stato installato	1>2	explicit	temporal.asynchronous	temporal
accedere al programma	una volta che però è stato installato	1<2	explicit	comparison.concession	concession
poi ho messo la pa <*> la chiave appliccativa	poi la chiave <SW> mi è stato dato l' user e il password	1<2	explicit	temporal.asynchronous	temporal
ecco io ho provato sì	io ho provato a inserire <PER> e la password che mi è stata data	1<2	implicit	repetition	reformulation
io ho provato a inserire <PER> e la password che mi è stata data	ma proprio non accede a <*> niente	1<2	explicit	comparison.concession	concession
