model,group_key,group_name,label,support,precision,recall,f1
finetune,framework,pdtb,alternation,23,0.7692307692307693,0.8695652173913043,0.8163265306122449
finetune,framework,pdtb,causal,225,0.642512077294686,0.5911111111111111,0.6157407407407407
finetune,framework,pdtb,comment,0,0.0,0.0,0.0
finetune,framework,pdtb,concession,102,0.7171717171717171,0.696078431372549,0.7064676616915423
finetune,framework,pdtb,condition,79,0.8072289156626506,0.8481012658227848,0.8271604938271605
finetune,framework,pdtb,conjunction,365,0.7102803738317757,0.6246575342465753,0.6647230320699709
finetune,framework,pdtb,contrast,75,0.5737704918032787,0.4666666666666667,0.5147058823529411
finetune,framework,pdtb,elaboration,134,0.48299319727891155,0.5298507462686567,0.505338078291815
finetune,framework,pdtb,expansion.level-of-detail.arg2-as-detail,1,0.0,0.0,0.0
finetune,framework,pdtb,explanation,0,0.0,0.0,0.0
finetune,framework,pdtb,frame,0,0.0,0.0,0.0
finetune,framework,pdtb,mode,41,0.5555555555555556,0.7317073170731707,0.631578947368421
finetune,framework,pdtb,organization,3,0.0,0.0,0.0
finetune,framework,pdtb,purpose,86,0.9850746268656716,0.7674418604651163,0.8627450980392157
finetune,framework,pdtb,query,39,0.9487179487179487,0.9487179487179487,0.9487179487179487
finetune,framework,pdtb,reformulation,75,0.5443037974683544,0.5733333333333334,0.5584415584415584
finetune,framework,pdtb,temporal,220,0.6293436293436293,0.740909090909091,0.6805845511482255
finetune,framework,rst,adversative-contrast,1,0.0,0.0,0.0
finetune,framework,rst,alternation,36,0.625,0.5555555555555556,0.5882352941176471
finetune,framework,rst,attribution,259,0.7414448669201521,0.752895752895753,0.7471264367816092
finetune,framework,rst,causal,207,0.3563636363636364,0.47342995169082125,0.4066390041493776
finetune,framework,rst,comment,179,0.3561643835616438,0.2905027932960894,0.32
finetune,framework,rst,concession,149,0.5283018867924528,0.5637583892617449,0.5454545454545454
finetune,framework,rst,condition,103,0.6747967479674797,0.8058252427184466,0.7345132743362832
finetune,framework,rst,conjunction,681,0.5566037735849056,0.6064610866372981,0.5804638088545326
finetune,framework,rst,context-background,1,0.0,0.0,0.0
finetune,framework,rst,contrast,236,0.5376884422110553,0.4533898305084746,0.49195402298850577
finetune,framework,rst,elaboration,1037,0.6185567010309279,0.6943105110896818,0.6542480690595184
finetune,framework,rst,elaboration-additional,1,0.0,0.0,0.0
finetune,framework,rst,elaboration-attribute,2,0.0,0.0,0.0
finetune,framework,rst,explanation,301,0.41116751269035534,0.2691029900332226,0.3253012048192771
finetune,framework,rst,frame,237,0.25,0.16455696202531644,0.1984732824427481
finetune,framework,rst,mode,89,0.6835443037974683,0.6067415730337079,0.6428571428571429
finetune,framework,rst,organization,262,0.68,0.583969465648855,0.6283367556468172
finetune,framework,rst,purpose,148,0.7951807228915663,0.8918918918918919,0.8407643312101911
finetune,framework,rst,purpose-attribute,1,0.0,0.0,0.0
finetune,framework,rst,query,69,0.7413793103448276,0.6231884057971014,0.6771653543307087
finetune,framework,rst,reformulation,72,0.4603174603174603,0.4027777777777778,0.42962962962962964
finetune,framework,rst,temporal,356,0.5973684210526315,0.6376404494382022,0.6168478260869565
finetune,framework,sdrt,alternation,24,1.0,0.75,0.8571428571428571
finetune,framework,sdrt,attribution,14,0.5714285714285714,0.5714285714285714,0.5714285714285714
finetune,framework,sdrt,causal,61,0.36,0.29508196721311475,0.32432432432432434
finetune,framework,sdrt,comment,170,0.591715976331361,0.5882352941176471,0.5899705014749262
finetune,framework,sdrt,concession,0,0.0,0.0,0.0
finetune,framework,sdrt,condition,24,0.68,0.7083333333333334,0.6938775510204082
finetune,framework,sdrt,conjunction,252,0.5073170731707317,0.4126984126984127,0.4551422319474836
finetune,framework,sdrt,contrast,94,0.53125,0.3617021276595745,0.43037974683544306
finetune,framework,sdrt,elaboration,285,0.5967741935483871,0.6491228070175439,0.6218487394957983
finetune,framework,sdrt,explanation,61,0.3181818181818182,0.22950819672131148,0.26666666666666666
finetune,framework,sdrt,frame,91,0.6612903225806451,0.45054945054945056,0.5359477124183006
finetune,framework,sdrt,mode,0,0.0,0.0,0.0
finetune,framework,sdrt,organization,0,0.0,0.0,0.0
finetune,framework,sdrt,purpose,20,0.8421052631578947,0.8,0.8205128205128205
finetune,framework,sdrt,query,552,0.7774294670846394,0.8985507246376812,0.8336134453781513
finetune,framework,sdrt,reformulation,0,0.0,0.0,0.0
finetune,framework,sdrt,temporal,87,0.411214953271028,0.5057471264367817,0.4536082474226804
framework_cond,framework,dep,attribution,142,0.9271523178807947,0.9859154929577465,0.9556313993174061
framework_cond,framework,dep,causal,47,0.2777777777777778,0.425531914893617,0.33613445378151263
framework_cond,framework,dep,comment,190,0.7807486631016043,0.7684210526315789,0.7745358090185677
framework_cond,framework,dep,concession,23,0.2608695652173913,0.5217391304347826,0.34782608695652173
framework_cond,framework,dep,condition,34,0.9411764705882353,0.47058823529411764,0.6274509803921569
framework_cond,framework,dep,conjunction,187,0.7302325581395349,0.839572192513369,0.7810945273631841
framework_cond,framework,dep,contrast,78,0.6307692307692307,0.5256410256410257,0.5734265734265734
framework_cond,framework,dep,elaboration,868,0.839811542991755,0.8214285714285714,0.8305183459522423
framework_cond,framework,dep,explanation,28,0.5,0.25,0.3333333333333333
framework_cond,framework,dep,frame,170,0.7900552486187845,0.8411764705882353,0.8148148148148148
framework_cond,framework,dep,mode,125,0.825,0.792,0.8081632653061225
framework_cond,framework,dep,organization,52,0.0,0.0,0.0
framework_cond,framework,dep,purpose,149,0.7485029940119761,0.8389261744966443,0.7911392405063291
framework_cond,framework,dep,temporal,24,0.65625,0.875,0.75
framework_cond,framework,pdtb,alternation,23,0.782608695652174,0.782608695652174,0.782608695652174
framework_cond,framework,pdtb,causal,225,0.592274678111588,0.6133333333333333,0.6026200873362445
framework_cond,framework,pdtb,concession,102,0.6732673267326733,0.6666666666666666,0.6699507389162561
framework_cond,framework,pdtb,condition,79,0.8024691358024691,0.8227848101265823,0.8125
framework_cond,framework,pdtb,conjunction,365,0.6973293768545994,0.6438356164383562,0.6695156695156695
framework_cond,framework,pdtb,contrast,75,0.4852941176470588,0.44,0.46153846153846156
framework_cond,framework,pdtb,elaboration,134,0.47761194029850745,0.47761194029850745,0.47761194029850745
framework_cond,framework,pdtb,expansion.level-of-detail.arg2-as-detail,1,0.0,0.0,0.0
framework_cond,framework,pdtb,explanation,0,0.0,0.0,0.0
framework_cond,framework,pdtb,mode,41,0.5636363636363636,0.7560975609756098,0.6458333333333334
framework_cond,framework,pdtb,organization,3,0.0,0.0,0.0
framework_cond,framework,pdtb,purpose,86,0.9166666666666666,0.7674418604651163,0.8354430379746836
framework_cond,framework,pdtb,query,39,0.9230769230769231,0.9230769230769231,0.9230769230769231
framework_cond,framework,pdtb,reformulation,75,0.5813953488372093,0.6666666666666666,0.6211180124223602
framework_cond,framework,pdtb,temporal,220,0.6740088105726872,0.6954545454545454,0.6845637583892618
framework_cond,framework,rst,adversative-contrast,1,0.0,0.0,0.0
framework_cond,framework,rst,alternation,36,0.5588235294117647,0.5277777777777778,0.5428571428571428
framework_cond,framework,rst,attribution,259,0.7509293680297398,0.7799227799227799,0.7651515151515151
framework_cond,framework,rst,causal,207,0.3458904109589041,0.48792270531400966,0.40480961923847697
framework_cond,framework,rst,comment,179,0.37583892617449666,0.3128491620111732,0.34146341463414637
framework_cond,framework,rst,concession,149,0.5172413793103449,0.6040268456375839,0.5572755417956656
framework_cond,framework,rst,condition,103,0.680672268907563,0.7864077669902912,0.7297297297297297
framework_cond,framework,rst,conjunction,681,0.5237483953786907,0.5991189427312775,0.5589041095890411
framework_cond,framework,rst,context-background,1,0.0,0.0,0.0
framework_cond,framework,rst,contrast,236,0.5561497326203209,0.4406779661016949,0.491725768321513
framework_cond,framework,rst,elaboration,1037,0.6226252158894646,0.695274831243973,0.6569476082004556
framework_cond,framework,rst,elaboration-additional,1,0.0,0.0,0.0
framework_cond,framework,rst,elaboration-attribute,2,0.0,0.0,0.0
framework_cond,framework,rst,explanation,301,0.3958333333333333,0.25249169435215946,0.30831643002028397
framework_cond,framework,rst,frame,237,0.24390243902439024,0.16877637130801687,0.19950124688279303
framework_cond,framework,rst,mode,89,0.7073170731707317,0.651685393258427,0.6783625730994152
framework_cond,framework,rst,organization,262,0.6902654867256637,0.5954198473282443,0.639344262295082
framework_cond,framework,rst,purpose,148,0.7165775401069518,0.9054054054054054,0.8
framework_cond,framework,rst,purpose-attribute,1,0.0,0.0,0.0
framework_cond,framework,rst,query,69,0.7647058823529411,0.5652173913043478,0.65
framework_cond,framework,rst,reformulation,72,0.4482758620689655,0.3611111111111111,0.4
framework_cond,framework,rst,temporal,356,0.6503267973856209,0.5589887640449438,0.6012084592145015
framework_cond,framework,sdrt,alternation,24,0.9473684210526315,0.75,0.8372093023255814
framework_cond,framework,sdrt,attribution,14,0.5,0.5714285714285714,0.5333333333333333
framework_cond,framework,sdrt,causal,61,0.28846153846153844,0.2459016393442623,0.26548672566371684
framework_cond,framework,sdrt,comment,170,0.6036585365853658,0.5823529411764706,0.592814371257485
framework_cond,framework,sdrt,condition,24,0.8095238095238095,0.7083333333333334,0.7555555555555555
framework_cond,framework,sdrt,conjunction,252,0.5,0.4126984126984127,0.45217391304347826
framework_cond,framework,sdrt,contrast,94,0.5324675324675324,0.43617021276595747,0.47953216374269003
framework_cond,framework,sdrt,elaboration,285,0.5714285714285714,0.6596491228070176,0.6123778501628665
framework_cond,framework,sdrt,explanation,61,0.3137254901960784,0.26229508196721313,0.2857142857142857
framework_cond,framework,sdrt,frame,91,0.6417910447761194,0.4725274725274725,0.5443037974683544
framework_cond,framework,sdrt,purpose,20,0.8333333333333334,0.75,0.7894736842105263
framework_cond,framework,sdrt,query,552,0.7860615883306321,0.8786231884057971,0.8297690333618477
framework_cond,framework,sdrt,temporal,87,0.4583333333333333,0.5057471264367817,0.4808743169398907
