unit1_txt	unit2_txt	dir	rel_type	orig_label	label
Measuring the composition and dynamics of a scientific workforce , particularly in a rapidly expanding field like computer science , is a crucial first step toward understanding how scholarly research is conducted and how it might be enhanced .	For instance , gender representation in computing is an important issue with broad implications [ 5 ] , but without a full census of computing faculty , the degree of inequality and its possible sources are difficult to establish [ 6 ] .	1<2	explicit	expansion.instantiation.arg2-as-instance	elaboration
For many scientific fields , however , there is no central listing of all tenure - track faculty , making it difficult to define a rigorous sample frame for analysis .	Further , rates of adoption of services like GoogleScholar and ResearchGate vary within , and across disciplines .	1<2	explicit	expansion.conjunction	conjunction
For many scientific fields , however , there is no central listing of all tenure - track faculty ,	making it difficult to define a rigorous sample frame for analysis .	1<2	implicit	contingency.cause.result	causal
For instance , gender representation in computing is an important issue with broad implications [ 5 ] ,	but without a full census of computing faculty , the degree of inequality and its possible sources are difficult to establish [ 6 ] .	1<2	explicit	comparison.contrast	contrast
Some disciplines , like political science , are organized around a single professional society , whose membership roll approximates a full census [ 7 ] .	Most fields , on the other hand , including computer science , lack a single all - encompassing organization and membership information is instead distributed across many disjoint lists , such as web - based faculty directories for individual departments .	1<2	explicit	comparison.contrast	contrast
Most fields , on the other hand , including computer science , lack a single all - encompassing organization	and membership information is instead distributed across many disjoint lists , such as web - based faculty directories for individual departments .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Most fields , on the other hand , including computer science , lack a single all - encompassing organization	and membership information is instead distributed across many disjoint lists , such as web - based faculty directories for individual departments .	1>2	explicit	expansion.substitution.arg1-as-subst	contrast
Because assembling such a full census is difficult ,	past studies have tended to avoid this task and have instead used samples of researchers [ 8 – 11 ] , usually specific to a particular field [ 12 – 16 ] , and often focused on the scientific elite [ 17 , 18 ] .	1<2	explicit	contingency.cause.reason	causal
Because assembling such a full census is difficult , past studies have tended to avoid this task and have instead used samples of researchers [ 8 – 11 ] , usually specific to a particular field [ 12 – 16 ] , and often focused on the scientific elite [ 17 , 18 ] .	Although useful , such samples are not representative of the scientific workforce as a whole and thus have limited generalizability .	1<2	implicit	comparison.contrast	contrast
past studies have tended to avoid this task	and have instead used samples of researchers <*> usually specific to a particular field	1<2	explicit	expansion.conjunction	conjunction
past studies have tended to avoid this task	and have instead used samples of researchers <*> usually specific to a particular field	1>2	explicit	expansion.substitution.arg1-as-subst	contrast
past studies have tended to avoid this task and have instead used samples of researchers [ 8 – 11 ] , usually specific to a particular field [ 12 – 16 ] ,	and often focused on the scientific elite [ 17 , 18 ] .	1<2	explicit	expansion.conjunction	conjunction
Although useful ,	such samples are not representative of the scientific workforce as a whole and thus have limited generalizability .	1>2	explicit	comparison.concession.arg1-as-denier	concession
such samples are not representative of the scientific workforce as a whole	and thus have limited generalizability .	1<2	explicit	contingency.cause.result	causal
One of the largest census efforts to date assembled , by hand , a nearly complete record of three academic fields : computer science , history , and business [ 19 ] .	This data set has shed considerable light on dramatic inequalities in faculty training , placement , and scholarly productivity [ 6 , 19 , 20 ] .	1<2	implicit	contingency.cause.result	causal
This data set has shed considerable light on dramatic inequalities in faculty training , placement , and scholarly productivity [ 6 , 19 , 20 ] .	But , this data set is only a single snapshot of an evolving and expanding system and hence offers few insights into the changing composition and diversity trends within these academic fields .	1<2	explicit	comparison.contrast	contrast
But , this data set is only a single snapshot of an evolving and expanding system	and hence offers few insights into the changing composition and diversity trends within these academic fields .	1<2	explicit	contingency.cause.result	causal
In some fields , yearly data on faculty numbers and composition are available in aggregate .	In computer science , the Computing Research Association ( CRA ) documents trends in the employment of PhD recipients through the annual Taulbee survey of computing departments in North America ( cra.org/resources/taulbee-survey ) .	1<2	implicit	expansion.instantiation.arg2-as-instance	elaboration
Such surveys can provide valuable insight into trends and summary statistics on the scientific workforce	but suffer from two key weaknesses .	1<2	explicit	comparison.contrast	contrast
First , surveys are subject to variable response rates and the misinterpretation of questions or sample frames , which can inject bias into fine - grained analyses [ 21 , 22 ] .	Second , aggregate information provides only a high - level view of a field , which can make it difficult to investigate causality [ 23 ] .	1<2	implicit	expansion.conjunction	conjunction
Second , aggregate information provides only a high - level view of a field , which can make it difficult to investigate causality [ 23 ] .	For example , differences in recruitment and retention strategies across departments will be washed out by averaging , thereby masking any insights into the efficacy of individual strategies and policies .	1<2	explicit	expansion.instantiation.arg2-as-instance	elaboration
For example , differences in recruitment and retention strategies across departments will be washed out	by averaging ,	1<2	explicit	expansion.manner.arg2-as-manner	mode
For example , differences in recruitment and retention strategies across departments will be washed out	by averaging ,	1<2	explicit	contingency.cause.reason	causal
For example , differences in recruitment and retention strategies across departments will be washed out by averaging ,	thereby masking any insights into the efficacy of individual strategies and policies .	1<2	explicit	contingency.cause.result	causal
Here , we present a novel system , based on a topical web crawler , that can quickly and automatically assemble a full census of an academic field using digital data available on the public World Wide Web .	In short , many important research questions will benefit from the availability of accurate and frequently - recollected census data .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Here , we present a novel system , based on a topical web crawler , that can quickly and automatically assemble a full census of an academic field using digital data available on the public World Wide Web .	This system is efficient and accurate , and it can be adapted to any academic discipline and used for continuous collection .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
that can quickly and automatically assemble a full census of an academic field	using digital data available on the public World Wide Web .	1<2	implicit	expansion.manner.arg2-as-manner	mode
This system is efficient and accurate ,	and it can be adapted to any academic discipline and used for continuous collection .	1<2	explicit	expansion.conjunction	conjunction
and it can be adapted to any academic discipline	and used for continuous collection .	1<2	explicit	expansion.conjunction	conjunction
The system is capable of collecting census data for an entire academic field in just a few hours using off - the - shelf computing hardware , a vast improvement over the roughly 1600 hours required to do this task by hand [ 19 ] .	This system can also be used longitudinally to study how the workforce ’s composition changes over time , which is particularly valuable for evaluating the effectiveness of policies meant to broaden participation or improve retention of faculty .	1<2	explicit	expansion.conjunction	conjunction
The system is capable of collecting census data for an entire academic field in just a few hours	using off - the - shelf computing hardware ,	1<2	implicit	expansion.manner.arg2-as-manner	mode
The system is capable of collecting census data for an entire academic field in just a few hours using off - the - shelf computing hardware , a vast improvement over the roughly 1600 hours required to do this task by hand [ 19 ] .	By assembling an accurate census of an entire field from online information alone , this system will facilitate new research on the composition of academic fields by providing access to complete faculty listings , without having to rely on surveys or professional societies .	1<2	implicit	expansion.conjunction	conjunction
required	to do this task by hand	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
By assembling an accurate census of an entire field from online information alone ,	this system will facilitate new research on the composition of academic fields by providing access to complete faculty listings , without having to rely on surveys or professional societies .	1<2	explicit	expansion.manner.arg2-as-manner	mode
By assembling an accurate census of an entire field from online information alone ,	this system will facilitate new research on the composition of academic fields by providing access to complete faculty listings , without having to rely on surveys or professional societies .	1<2	explicit	contingency.cause.reason	causal
this system will facilitate new research on the composition of academic fields	by providing access to complete faculty listings ,	1<2	explicit	expansion.manner.arg2-as-manner	mode
this system will facilitate new research on the composition of academic fields	by providing access to complete faculty listings ,	1>2	explicit	contingency.purpose.arg1-as-goal	purpose
this system will facilitate new research on the composition of academic fields by providing access to complete faculty listings ,	without having to rely on surveys or professional societies .	1>2	explicit	comparison.concession.arg1-as-denier	concession
This system can also be used longitudinally to study how the workforce ’s composition changes over time , which is particularly valuable for evaluating the effectiveness of policies meant to broaden participation or improve retention of faculty .	Finally , applied to many academic fields in parallel , the system can elucidate scientists ’ movement between different disciplines and relate those labor flows to scientific advances .	1<2	explicit	expansion.conjunction	conjunction
This system can also be used longitudinally	to study how the workforce ’s composition changes over time ,	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
which is particularly valuable	for evaluating the effectiveness of policies meant to broaden participation or improve retention of faculty .	1<2	explicit	contingency.purpose.arg2-as-goal	purpose
applied to many academic fields in parallel ,	the system can elucidate scientists ’ movement between different disciplines and relate those labor flows to scientific advances .	1<2	implicit	temporal.asynchronous.succession	temporal
the system can elucidate scientists ’ movement between different disciplines	and relate those labor flows to scientific advances .	1<2	explicit	expansion.conjunction	conjunction
We begin	by detailing the design and implementation of our web crawler framework .	1<2	explicit	expansion.manner.arg2-as-manner	mode
We begin	by detailing the design and implementation of our web crawler framework .	1>2	explicit	contingency.purpose.arg1-as-goal	purpose
We begin by detailing the design and implementation of our web crawler framework .	Next , we present the results of our work in two sections .	1<2	explicit	temporal.asynchronous.precedence	temporal
The first demonstrates the validity and utility of the crawler	by collecting census data for the field of computer science and comparing it to a hand - curated census , collected in 2011 [ 19 ] .	1<2	explicit	expansion.manner.arg2-as-manner	mode
The first demonstrates the validity and utility of the crawler	by collecting census data for the field of computer science and comparing it to a hand - curated census , collected in 2011 [ 19 ] .	1<2	explicit	contingency.cause.reason	causal
The first demonstrates the validity and utility of the crawler by collecting census data for the field of computer science and comparing it to a hand - curated census , collected in 2011 [ 19 ] .	The second provides an example of the type of research enabled by our system and uses the 2011 and 2017 censuses to investigate the “ leaky pipeline ” problem in faculty retention .	1<2	implicit	expansion.conjunction	conjunction
by collecting census data for the field of computer science	and comparing it to a hand - curated census , collected in 2011 [ 19 ] .	1<2	explicit	expansion.conjunction	conjunction
by collecting census data for the field of computer science	and comparing it to a hand - curated census , collected in 2011 [ 19 ] .	1<2	implicit	temporal.asynchronous.precedence	temporal
The second provides an example of the type of research enabled by our system	and uses the 2011 and 2017 censuses to investigate the “ leaky pipeline ” problem in faculty retention .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
and uses the 2011 and 2017 censuses	to investigate the “ leaky pipeline ” problem in faculty retention .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
Throughout the second half of the 20th century , we have witnessed the return of institutions to economic analysis .	The awarding of the Nobel Prize in Economics to its main representatives ( Douglass North , Ronald Coase , Oliver Williamson , and Elinor Ostrom ) has contributed to its greater recognition .	1<2	implicit	expansion.instantiation.arg2-as-instance	elaboration
Coase [ 13 , 14 ] argues that economic transactions involve costs , and where these costs outweigh the gains , the exchange will not take place .	For its part , North defined the institutions as the “ rules of the game ” : they determine the structure of the economy , establish incentives for economic behavior , and affect social interaction [ 12 ] .	1<2	implicit	expansion.conjunction	conjunction
that economic transactions involve costs ,	and where these costs outweigh the gains , the exchange will not take place .	1<2	explicit	expansion.conjunction	conjunction
where these costs outweigh the gains ,	the exchange will not take place .	1<2	explicit	contingency.condition.arg2-as-cond	condition
For its part , North defined the institutions as the “ rules of the game ” : they determine the structure of the economy , establish incentives for economic behavior , and affect social interaction [ 12 ] .	Thus , institutions also determine the level of uncertainty to which individuals are subject , stimulating or discouraging transactions .	1<2	explicit	contingency.cause.result	causal
For its part , North defined the institutions as the “ rules of the game ” : they determine the structure of the economy , establish incentives for economic behavior , and affect social interaction [ 12 ] .	Thus , institutions also determine the level of uncertainty to which individuals are subject , stimulating or discouraging transactions .	1<2	explicit	expansion.conjunction	conjunction
they determine the structure of the economy ,	establish incentives for economic behavior ,	1<2	implicit	expansion.conjunction	conjunction
establish incentives for economic behavior ,	and affect social interaction	1<2	explicit	expansion.conjunction	conjunction
Thus , institutions also determine the level of uncertainty to which individuals are subject ,	stimulating or discouraging transactions .	1<2	implicit	contingency.cause.result	causal
A viable economy requires an institutional structure that reduces existing uncertainty and guarantees property rights .	In other words , it is critical that economic agents believe that their property rights will not be taken away by other public or private actors [ 15 ] .	1<2	explicit	expansion.equivalence	reformulation
that reduces existing uncertainty	and guarantees property rights .	1<2	explicit	expansion.conjunction	conjunction
which guarantee the right to private property ,	incorporate an impartial legal system ,	1<2	implicit	expansion.conjunction	conjunction
incorporate an impartial legal system ,	and promote a society based on equality of conditions	1<2	explicit	expansion.conjunction	conjunction
Of course , the state takes a lead role in promoting this type of institution .	The state must protect property rights , provide public services , and ensure a sound judiciary .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
The state must protect property rights , provide public services , and ensure a sound judiciary .	It is responsible also for imposing order and promoting a climate of cooperation among agents , penalizing all violators of contracts [ 17 ] .	1<2	explicit	expansion.conjunction	conjunction
The state must protect property rights ,	provide public services ,	1<2	implicit	expansion.conjunction	conjunction
provide public services ,	and ensure a sound judiciary .	1<2	explicit	expansion.conjunction	conjunction
It is responsible also for imposing order and promoting a climate of cooperation among agents ,	penalizing all violators of contracts	1<2	implicit	expansion.manner.arg2-as-manner	mode
It is society that establishes , through political processes , the type of economic institutions that are adopted .	If there are disagreements about the policies to be implemented , then the group that wins the political game will make the final decision .	1<2	implicit	expansion.conjunction	conjunction
If there are disagreements about the policies to be implemented ,	then the group that wins the political game will make the final decision .	1<2	explicit	contingency.condition.arg2-as-cond	condition
On the one hand , a society that adopts policies promoting inclusive political institutions will develop pluralist and centralized institutions .	On the other hand , if extractive political institutions are implemented , then power will be consolidated within a small number of groups .	1<2	explicit	comparison.contrast	contrast
On the one hand , a society that adopts policies promoting inclusive political institutions will develop pluralist and centralized institutions .	Inclusive institutions guarantee the right to private property , to an impartial legal system and promote a society based on equal conditions .	1<2	implicit	expansion.conjunction	conjunction
Inclusive institutions guarantee the right to private property , to an impartial legal system	and promote a society based on equal conditions .	1<2	explicit	expansion.conjunction	conjunction
Inclusive institutions guarantee the right to private property , to an impartial legal system and promote a society based on equal conditions .	These institutions benefit not only the elites , but society as a whole .	1<2	implicit	contingency.cause.result	causal
These institutions benefit not only the elites , but society as a whole .	The consequences of implementing inclusive institutions are reflected in increased activity , productivity , and economic growth .	1<2	implicit	expansion.conjunction	conjunction
On the other hand , <*> then power will be consolidated within a small number of groups .	if extractive political institutions are implemented ,	1<2	explicit	contingency.condition.arg2-as-cond	condition
On the other hand , if extractive political institutions are implemented , then power will be consolidated within a small number of groups .	In governments with extractive policies , the group in power usually extracts resources from the rest of the population for its own enrichment and well - being .	1<2	implicit	expansion.conjunction	conjunction
In governments with extractive policies , the group in power usually extracts resources from the rest of the population for its own enrichment and well - being .	Another feature of this type of government is that powerful interest groups oppose increased pluralism because it typically results in the loss of their privileges .	1<2	implicit	expansion.conjunction	conjunction
Another feature of this type of government is that powerful interest groups oppose increased pluralism	because it typically results in the loss of their privileges .	1<2	explicit	contingency.cause.reason	causal
Another feature of this type of government is that powerful interest groups oppose increased pluralism because it typically results in the loss of their privileges .	Those in power have little interest in their power devolving to a greater number of agents , as would occur under political institutions that were more pluralistic [ 16 ] .	1<2	implicit	contingency.cause.result	causal
in their power devolving to a greater number of agents ,	as would occur under political institutions that were more pluralistic	1<2	explicit	comparison.similarity	mode
It follows that the role of the state is essential .	Moreover , compliance mechanisms must reflect ex ante and ex post standards [ 12 ] .	1<2	explicit	expansion.conjunction	conjunction
It follows that the role of the state is essential .	The institutional structure of a state and its constitution are responsible for restricting predatory action — even by the state itself — and for creating rules that benefit the community [ 18 ] .	1<2	implicit	contingency.cause.reason	causal
The institutional structure of a state and its constitution are responsible	for restricting predatory action — even by the state itself — and for creating rules that benefit the community	1<2	explicit	contingency.purpose.arg2-as-goal	purpose
The institutional structure of a state and its constitution are responsible for restricting predatory action — even by the state itself — and for creating rules that benefit the community [ 18 ] .	But what happens when property rights are not respected ?	1<2	explicit	comparison.contrast	contrast
for restricting predatory action — even by the state itself —	and for creating rules that benefit the community	1<2	explicit	expansion.conjunction	conjunction
But what happens	when property rights are not respected ?	1<2	explicit	temporal.synchronous	temporal
But what happens when property rights are not respected ?	What if it is the state itself that exhibits predatory behavior ?	1<2	implicit	expansion.conjunction	conjunction
What	if it is the state itself that exhibits predatory behavior ?	1<2	explicit	contingency.condition.arg2-as-cond	condition
If the decisions taken by the state are not based on the general interest	and , in their execution , do not respect property rights ,	1<2	explicit	expansion.conjunction	conjunction
If the decisions taken by the state are not based on the general interest and , in their execution , do not respect property rights ,	the number of transactions will be reduced , which will result in unfavorable economic performance .	1<2	explicit	contingency.condition.arg2-as-cond	condition
If the decisions taken by the state are not based on the general interest and , in their execution , do not respect property rights , the number of transactions will be reduced , which will result in unfavorable economic performance .	In a scenario with insecure property rights , asymmetric information , and a judicial system that acts as a lax enforcement mechanism , as discussed in the following sections , the FDI is difficult to attract .	1<2	implicit	expansion.conjunction	conjunction
the number of transactions will be reduced ,	which will result in unfavorable economic performance .	1<2	altlex	contingency.cause.result	causal
In order to understand policymaking and its effects ,	one must have adequate knowledge of the focal country ’s institutional framework .	1<2	explicit	contingency.purpose.arg2-as-goal	purpose
Most of Argentina ’s governments have been of the predatory type .	Argentine politics are therefore highly unstable .	1<2	explicit	contingency.cause.result	causal
Most of Argentina ’s governments have been of the predatory type .	The country ’s unequal economic growth originated in the colonial era and reflects how the Spanish metropolis influenced the establishment of extractive institutions [ 7 ] .	1<2	implicit	expansion.conjunction	conjunction
The country ’s unequal economic growth originated in the colonial era	and reflects how the Spanish metropolis influenced the establishment of extractive institutions	1<2	explicit	expansion.conjunction	conjunction
Enjambment takes place	when a syntactic unit is broken up across two lines of poetry	1<2	explicit	contingency.condition.arg2-as-cond	condition
Enjambment takes place when a syntactic unit is broken up across two lines of poetry ( Domínguez Caparrós , 2000 : 103 ) ,	giving rise to different stylistic effects ( e.g. increased emphasis on elements of the broken - up phrase , or contrast between those elements ) , or creating double interpretations for the enjambed lines ( García - Paje , 1991 ) .	1<2	implicit	contingency.cause.result	causal
giving rise to different stylistic effects ( e.g. increased emphasis on elements of the broken - up phrase , or contrast between those elements ) ,	or creating double interpretations for the enjambed lines ( García - Paje , 1991 ) .	1<2	explicit	expansion.disjunction	alternation
In Spanish poetry , the syntactic configurations under which enjambment takes place have been described extensively ,	and detailed studies on the use of enjambment by individual authors exist ( see Martínez Cantón , 2011 for an overview ) including , among others Quilis ( 1964 ) , Domínguez Caparrós , ( 2000 ) , Paraíso , ( 2000 ) , Spang ( 1983 ) for a description of enjambment , and Alarcos ( 1966 ) , Senabre ( 1982 ) , Luján ( 2006 ) , Martínez Fernández ( 2010 ) for case - studies on a single author .	1<2	explicit	expansion.conjunction	conjunction
In Spanish poetry , the syntactic configurations under which enjambment takes place have been described extensively , and detailed studies on the use of enjambment by individual authors exist ( see Martínez Cantón , 2011 for an overview ) including , among others Quilis ( 1964 ) , Domínguez Caparrós , ( 2000 ) , Paraíso , ( 2000 ) , Spang ( 1983 ) for a description of enjambment , and Alarcos ( 1966 ) , Senabre ( 1982 ) , Luján ( 2006 ) , Martínez Fernández ( 2010 ) for case - studies on a single author .	However , a larger - scale study to identify enjambment across hundreds of authors spanning several centuries , enabling distant reading ( Moretti , 2013 ) , was not previously available .	1<2	explicit	comparison.concession.arg2-as-denier	concession
Given that need ,	we have developed software , based on Natural Language Processing , that automatically identifies enjambment in Spanish ,	1<2	explicit	contingency.cause.reason	causal
Given that need , we have developed software , based on Natural Language Processing , that automatically identifies enjambment in Spanish ,	and applied it to a corpus of approx. 3750 sonnets by ca. 1000 authors , from the 15th to the 19th century .	1<2	explicit	expansion.conjunction	conjunction
Given that need , we have developed software , based on Natural Language Processing , that automatically identifies enjambment in Spanish , and applied it to a corpus of approx. 3750 sonnets by ca. 1000 authors , from the 15th to the 19th century .	What is the interest of such large - scale automatic analyses of enjambment ?	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
What is the interest of such large - scale automatic analyses of enjambment ?	First , the literature shows a debate about which specific syntactic units can be considered to trigger enjambment , if split across two lines , and whether lexical and syntactic criteria are sufficient to identify enjambment . Second , the stylistic effects that enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) . Systematically collecting large amounts of enjambment examples provides helpful evidence to assess scholars ’ current claims , and may stimulate novel analyses . Finally , our study complements Navarro ’s ( 2016 ) automatic metrical analyses of Spanish Golden Age sonnets , by covering a wider period and focusing on enjambment .	1<2	hypophora	hypophora	query
First , the literature shows a debate about which specific syntactic units can be considered to trigger enjambment , if split across two lines , and whether lexical and syntactic criteria are sufficient to identify enjambment .	Second , the stylistic effects that enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) .	1<2	explicit	expansion.conjunction	conjunction
about which specific syntactic units can be considered to trigger enjambment ,	if split across two lines ,	1<2	explicit	contingency.condition.arg2-as-cond	condition
