unit1_txt	unit2_txt	dir	rel_type	orig_label	label
实验 结果 表明 ,	该文 所 提出 的 方法 能 有效 地 解决 政策 碎片 化 等 问题 。	1>2	unknown	attribution	attribution
该文 将 行业 政策 形式 化 为 一 个 由 微观 、 中观 和 宏观 政策 血缘 网络 构成 的 复杂 网络 体系 。	该文 所 提出 的 方法 能 有效 地 解决 政策 碎片 化 等 问题 。	1<2	unknown	evaluation	comment
朝鲜 语 词性 标注 是 朝鲜 语 信息 处理 的 基础 ,	该文 提出 了 一 种 在 seq2seq 模型 的 基础 上 融合 朝鲜 语 字母 信息 的 朝鲜 语 形态 素原 形 恢复 方法 ;	1>2	unknown	bg-general	frame
朝鲜 语 词性 标注 是 朝鲜 语 信息 处理 的 基础 ,	其 结果 直接 影响 后 续 朝 鲜语 自然 语言 处理 的 效果 。	1<2	unknown	elab-addition	elaboration
首先 为了 解决 朝鲜 语 词性 标注 中 遇到 的 形态 素 实际 写法 与 原形 不 一致 的 问题 ,	该文 提出 了 一 种 在 seq2seq 模型 的 基础 上 融合 朝鲜 语 字母 信息 的 朝鲜 语 形态 素原 形 恢复 方法 ;	1>2	unknown	bg-goal	frame
其次 , 在 恢复 形态 素 原 形 的 基础 上 ,	利用 LSTM-CRF 模型 完成 朝鲜 语 分写 及 词性 标注 。	1>2	unknown	bg-general	frame
该文 提出 了 一 种 在 seq2seq 模型 的 基础 上 融合 朝鲜 语 字母 信息 的 朝鲜 语 形态 素原 形 恢复 方法 ;	利用 LSTM-CRF 模型 完成 朝鲜 语 分写 及 词性 标注 。	1<2	unknown	joint	conjunction
实验 结果 表明 ,	该文 提出 的 方法 词性 标注 F1 值 为 94.75% ,	1>2	unknown	attribution	attribution
该文 提出 了 一 种 在 seq2seq 模型 的 基础 上 融合 朝鲜 语 字母 信息 的 朝鲜 语 形态 素原 形 恢复 方法 ;	该文 提出 的 方法 词性 标注 F1 值 为 94.75% ,	1<2	unknown	evaluation	comment
该文 提出 的 方法 词性 标注 F1 值 为 94.75% ,	优 于 其他 方法 。	1<2	unknown	elab-addition	elaboration
交互 式 机器 翻译 ( Interactive Machine Translation , IMT ) 是 一 种 通过 机器 翻译 系统 与 译员 之间 的 相互 作用 指导 计算 机 解码 并 改善 输出 译文 质量 的 技术 。	目前 主流 的 IMT 方法 使用 译员 确定 的 前缀 作 为 唯一 约束 指导 解码 , 交互 方式 受限 ,	1>2	unknown	bg-general	frame
目前 主流 的 IMT 方法 使用 译员 确定 的 前缀 作 为 唯一 约束 指导 解码 , 交互 方式 受限 ,	该文 从 交互 方式 和 解码 算法 两 个 方面 对 IMT 方法 进行 改进 。	1>2	unknown	bg-goal	frame
目前 主流 的 IMT 方法 使用 译员 确定 的 前缀 作 为 唯一 约束 指导 解码 , 交互 方式 受限 ,	交互 效率 低 。	1<2	unknown	joint	conjunction
该文 从 交互 方式 和 解码 算法 两 个 方面 对 IMT 方法 进行 改进 。	在 交互 方式 方面 , 允许 译员 译前 从 短语 译项 列表 中 为 源 语 言 短语 选择 正确 译项 。	1<2	unknown	elab-aspect	elaboration
在 交互 方式 方面 , 允许 译员 译前 从 短语 译项 列表 中 为 源 语 言 短语 选择 正确 译项 。	该文 还 提出 了 基 于 短 语 表 的 多样 性 排序 算法 ,	1<2	unknown	elab-addition	elaboration
该文 还 提出 了 基 于 短 语 表 的 多样 性 排序 算法 ,	来 提高 短 语候 选译项 的 多样 性 ,	1<2	unknown	enablement	purpose
来 提高 短 语候 选译项 的 多样 性 ,	并 根据 译员 的 翻译 认知 过程 设计 交互界 面 ,	1<2	unknown	joint	conjunction
并 根据 译员 的 翻译 认知 过程 设计 交互界 面 ,	改善 译员 在 翻译 过程 中 的 用户 体验 。	1<2	unknown	elab-addition	elaboration
该文 从 交互 方式 和 解码 算法 两 个 方面 对 IMT 方法 进行 改进 。	在 解码 算法 方面 , 将 双 语 短语 与 前缀 一同 作 为 约束 参 与 指导 解码 过程 ,	1<2	unknown	elab-aspect	elaboration
在 解码 算法 方面 , 将 双 语 短语 与 前缀 一同 作 为 约束 参 与 指导 解码 过程 ,	提高 翻译 假设 评价 和 过滤 的 准确 性 。	1<2	unknown	elab-addition	elaboration
该文 从 交互 方式 和 解码 算法 两 个 方面 对 IMT 方法 进行 改进 。	在 LDC 汉 英 平行 语料 上 进行 了 人工 评测 ,	1<2	unknown	evaluation	comment
实验 结果 表明	该 方法 较 传统 的 IMT 方法 能够 减轻 译员 的 认知 负担 ,	1>2	unknown	attribution	attribution
在 LDC 汉 英 平行 语料 上 进行 了 人工 评测 ,	该 方法 较 传统 的 IMT 方法 能够 减轻 译员 的 认知 负担 ,	1<2	unknown	elab-addition	elaboration
该 方法 较 传统 的 IMT 方法 能够 减轻 译员 的 认知 负担 ,	减少 翻译 时间 ,	1<2	unknown	joint	conjunction
该 方法 较 传统 的 IMT 方法 能够 减轻 译员 的 认知 负担 ,	提升 翻译 效率 。	1<2	unknown	joint	conjunction
为 了提 高蒙 古 语 语音 识别 性能 ,	该文 首先 将 时延 神经 网络 融合 前 馈型 序列 记忆 网络 应用 于 蒙古 语语音 识别 任务 中 ,	1>2	unknown	bg-goal	frame
该文 首先 将 时延 神经 网络 融合 前 馈型 序列 记忆 网络 应用 于 蒙古 语语音 识别 任务 中 ,	通过 对长 序列语 音帧 建模	1<2	unknown	elab-addition	elaboration
通过 对长 序列语 音帧 建模	来 充分 挖掘 上 下文 相关 信息 ;	1<2	unknown	enablement	purpose
该文 首先 将 时延 神经 网络 融合 前 馈型 序列 记忆 网络 应用 于 蒙古 语语音 识别 任务 中 ,	此外 研究 了 前 馈型 序列 记忆 网络 “ 记忆 ” 模块 中 历史 信息 和 未来 信息 长度 对 模型 的 影响 ;	1<2	unknown	joint	conjunction
该文 首先 将 时延 神经 网络 融合 前 馈型 序列 记忆 网络 应用 于 蒙古 语语音 识别 任务 中 ,	最后 分析 了 融合 的 网络 结构 中 隐藏 层 个数 及 隐藏 层节 点数 对 声学 模型 性能 的 影响 。	1<2	unknown	joint	conjunction
实验 结果 表明 ,	时延 神经 网络 融合 前馈 型 序列 记忆 网络 相比 深度 神经 网络 、 时延 神经 网络 和 前馈 型 序列 记忆 网络 具有 更好 的 性能 ,	1>2	unknown	attribution	attribution
该文 首先 将 时延 神经 网络 融合 前 馈型 序列 记忆 网络 应用 于 蒙古 语语音 识别 任务 中 ,	时延 神经 网络 融合 前馈 型 序列 记忆 网络 相比 深度 神经 网络 、 时延 神经 网络 和 前馈 型 序列 记忆 网络 具有 更好 的 性能 ,	1<2	unknown	evaluation	comment
时延 神经 网络 融合 前馈 型 序列 记忆 网络 相比 深度 神经 网络 、 时延 神经 网络 和 前馈 型 序列 记忆 网络 具有 更好 的 性能 ,	单词 错误 率 与 基线 深度 神经 网络 模型 相比 降低 22.2% 。	1<2	unknown	exp-evidence	explanation
推荐 系统 的 冷 启动 问题 是 近期 的 研究 热点 ,	该 文面 向 微博 网络 , 提出 了 系统 的 用户 活跃 性 判定 方法 ,	1>2	unknown	bg-goal	frame
推荐 系统 的 冷 启动 问题 是 近期 的 研究 热点 ,	而 用户 的 活跃 性 判定 是 冷 启动 问题 的 基础 。	1<2	unknown	elab-addition	elaboration
已 有 方法 在 判定 用户 的 活跃 性 时 ,	单纯 地 考虑 了 用户 发表 信息 量 ,	1>2	unknown	temporal	temporal
而 用户 的 活跃 性 判定 是 冷 启动 问题 的 基础 。	单纯 地 考虑 了 用户 发表 信息 量 ,	1<2	unknown	elab-addition	elaboration
单纯 地 考虑 了 用户 发表 信息 量 ,	对 社交 媒体 的 社交 关系 及 行为 等 特征 利用 不够 。	1<2	unknown	elab-addition	elaboration
该 文面 向 微博 网络 , 提出 了 系统 的 用户 活跃 性 判定 方法 ,	创新 性 主要 体现 在 :	1<2	unknown	elab-addition	elaboration
创新 性 主要 体现 在 :	( 1 ) 提出 了 微博 网络 影响 用户 活跃 性 的 四 类 指标 ,	1<2	unknown	elab-enumember	elaboration
( 1 ) 提出 了 微博 网络 影响 用户 活跃 性 的 四 类 指标 ,	包括 用户 背景 、 社交 关系 、 发表 内容 质量 及 社交 行为 ,	1<2	unknown	elab-enumember	elaboration
包括 用户 背景 、 社交 关系 、 发表 内容 质量 及 社交 行为 ,	避免 了 仅仅 使 用 用户 发表 信息 数量 判定 用户 是否 活跃 的 粗糙 方式 ;	1<2	unknown	enablement	purpose
( 1 ) 提出 了 微博 网络 影响 用户 活跃 性 的 四 类 指标 ,	( 2 ) 提出 了 用户 活跃 性 判定 流程 ,	1<2	unknown	joint	conjunction
( 2 ) 提出 了 用户 活跃 性 判定 流程 ,	提出 了 基 于 四 类 指标 的 用户 与 用户 集 的 差异 度 计算 模型 。	1<2	unknown	elab-addition	elaboration
该 文面 向 微博 网络 , 提出 了 系统 的 用户 活跃 性 判定 方法 ,	以 新浪 微博 为 例 ,	1<2	unknown	evaluation	comment
以 新浪 微博 为 例 ,	选取 了 学术 研究 、 企业 管理 、 教育 、 文化 、 军事 五 个 领域 的 900 个 用户 作 为 测试 集 ,	1<2	unknown	elab-addition	elaboration
选取 了 学术 研究 、 企业 管理 、 教育 、 文化 、 军事 五 个 领域 的 900 个 用户 作 为 测试 集 ,	使用 准确 率 P 、 召回 率 R 及 F 值 为 评价 指标 ,	1<2	unknown	elab-addition	elaboration
使用 准确 率 P 、 召回 率 R 及 F 值 为 评价 指标 ,	进行 了 实验 分析 和 比较 。	1<2	unknown	elab-addition	elaboration
结果 显示 ,	该文 所 提用 户 活跃 性 判定 方法 的 准确 率 P 、 召回 率 R 、 F 值 比 传统 的 判定 方法 分别 提高 了 21% 、 13% 和 16% ,	1>2	unknown	attribution	attribution
以 新浪 微博 为 例 ,	该文 所 提用 户 活跃 性 判定 方法 的 准确 率 P 、 召回 率 R 、 F 值 比 传统 的 判定 方法 分别 提高 了 21% 、 13% 和 16% ,	1<2	unknown	elab-addition	elaboration
该文 所 提用 户 活跃 性 判定 方法 的 准确 率 P 、 召回 率 R 、 F 值 比 传统 的 判定 方法 分别 提高 了 21% 、 13% 和 16% ,	将 该 文 所 提 方法 用 于 用户 推荐 ,	1<2	unknown	joint	conjunction
将 该 文 所 提 方法 用 于 用户 推荐 ,	得到 的 P 、 R 和 F 值 比 最新 的 方法 分别 提高 了 5% 、 2% 和 3% ,	1<2	unknown	elab-addition	elaboration
得到 的 P 、 R 和 F 值 比 最新 的 方法 分别 提高 了 5% 、 2% 和 3% ,	验证 了 所 提 方法 的 有效 性 。	1<2	unknown	elab-addition	elaboration
该 文针 对 中 文 网络 评论 情感 分类 任务 ,	提出 了 一 种 集成 学习 框架 。	1>2	unknown	bg-general	frame
首先 针对 中 文 网络 评论 复杂 多样 的 特点 ,	采用 词性 组合 模式 、 频繁 词 序列 模式 和 保序 子 矩阵 模式 作 为 输入 特征 。	1>2	unknown	bg-general	frame
提出 了 一 种 集成 学习 框架 。	采用 词性 组合 模式 、 频繁 词 序列 模式 和 保序 子 矩阵 模式 作 为 输入 特征 。	1<2	unknown	elab-process_step	elaboration
采用 词性 组合 模式 、 频繁 词 序列 模式 和 保序 子 矩阵 模式 作 为 输入 特征 。	然后 采用 基 于 信息 增益 的 随 机 子 空间 算法	1<2	unknown	joint	conjunction
然后 采用 基 于 信息 增益 的 随 机 子 空间 算法	解决 文本 特征 繁多 的 问题 ,	1<2	unknown	enablement	purpose
解决 文本 特征 繁多 的 问题 ,	同时 提高 基分 类器 的 分类 性能 。	1<2	unknown	joint	conjunction
然后 采用 基 于 信息 增益 的 随 机 子 空间 算法	最后 基 于 产品 属性 构造 基分 类器 算法	1<2	unknown	joint	conjunction
最后 基 于 产品 属性 构造 基分 类器 算法	综合 评论 文本 中 每个 属性 的 情感 信息 ,	1<2	unknown	enablement	purpose
综合 评论 文本 中 每个 属性 的 情感 信息 ,	进而 判别 评论 的 句子 级 情感 倾向 。	1<2	unknown	elab-addition	elaboration
实验 结果 表明 了	该 框架 在 中 文 网络 评论 情感 分类 任务 上 的 有效 性 ,	1>2	unknown	attribution	attribution
提出 了 一 种 集成 学习 框架 。	该 框架 在 中 文 网络 评论 情感 分类 任务 上 的 有效 性 ,	1<2	unknown	evaluation	comment
该 框架 在 中 文 网络 评论 情感 分类 任务 上 的 有效 性 ,	特别 是 在 Logistic Regression 分类 算法 上 准确 率 达到 90.3% 。	1<2	unknown	elab-addition	elaboration
﻿主题 模型 在 自然 语言 处理 领域 受到 了 越来越 多 的 关注 。	在 该 领域 中 , 主题 可以 看成 是 词项 的 概率 分布 。	1>2	unknown	bg-general	frame
在 该 领域 中 , 主题 可以 看成 是 词项 的 概率 分布 。	主题 模型 通过 词项 在 文档 级 的 共现 信息 抽取 出 语义 相关 的 主题 集合 ,	1<2	unknown	elab-addition	elaboration
主题 模型 通过 词项 在 文档 级 的 共现 信息 抽取 出 语义 相关 的 主题 集合 ,	并 能够 将 词项 空间 中 的 文档 变换 到 主题 空间 ,	1<2	unknown	joint	conjunction
并 能够 将 词项 空间 中 的 文档 变换 到 主题 空间 ,	得到 文档 在 低维 空间 中 的 表达 。	1<2	unknown	enablement	purpose
作者 从 主题 模型 的 起源 隐性 语义 索引 出发 ,	对 概率 隐性 语义 索引 以及 LDA 等 在 主题 模型 发展 中 的 重要 阶段 性 工作 进行 了 介绍 和 分析 ,	1>2	unknown	bg-general	frame
在 该 领域 中 , 主题 可以 看成 是 词项 的 概率 分布 。	对 概率 隐性 语义 索引 以及 LDA 等 在 主题 模型 发展 中 的 重要 阶段 性 工作 进行 了 介绍 和 分析 ,	1<2	unknown	elab-addition	elaboration
对 概率 隐性 语义 索引 以及 LDA 等 在 主题 模型 发展 中 的 重要 阶段 性 工作 进行 了 介绍 和 分析 ,	着重 描述 这些 工作 之间 的 关联 性 。	1<2	unknown	elab-addition	elaboration
对 概率 隐性 语义 索引 以及 LDA 等 在 主题 模型 发展 中 的 重要 阶段 性 工作 进行 了 介绍 和 分析 ,	LDA 作 为 一 个 概率 生成 模型 , 很 容易 被 扩展 成 其它 形式 的 概率 模型 。	1<2	unknown	elab-addition	elaboration
LDA 作 为 一 个 概率 生成 模型 , 很 容易 被 扩展 成 其它 形式 的 概率 模型 。	作者 对 由 LDA 派生 出 的 各种 模型 作 了 粗略 分类 ,	1<2	unknown	elab-addition	elaboration
作者 对 由 LDA 派生 出 的 各种 模型 作 了 粗略 分类 ,	并 选择 了 各类 的 代表 性 模型 简单 介绍 。	1<2	unknown	joint	conjunction
在 该 领域 中 , 主题 可以 看成 是 词项 的 概率 分布 。	主题 模型 中 最 重要 的 两 组 参数 分别 是 各 主题 下 的 词项 概率 分布 和 各 文档 的 主题 概率 分布 ，	1<2	unknown	elab-addition	elaboration
主题 模型 中 最 重要 的 两 组 参数 分别 是 各 主题 下 的 词项 概率 分布 和 各 文档 的 主题 概率 分布 ，	作者 对 期望 最大 化算 法 在 主题 模型 参数 估计 中 的 使用 进行 了 分析 ,	1<2	unknown	elab-addition	elaboration
作者 对 期望 最大 化算 法 在 主题 模型 参数 估计 中 的 使用 进行 了 分析 ,	这 有助 于 更 深刻 理解 主题 模型 发展 中 各项 工作 的 联系 .	1<2	unknown	enablement	purpose
情感 分类 任务 需要 捕获 文本 中 的 情感 特征 ,	该文 提出 一 种 基 于 词 注意力 的 卷积 神经 网络 模型 ( word attention-based convolutional neural networks , WACNN ) 。	1>2	unknown	bg-general	frame
情感 分类 任务 需要 捕获 文本 中 的 情感 特征 ,	利用 重要 的 局部 特征	1<2	unknown	elab-addition	elaboration
利用 重要 的 局部 特征	构建 文本 的 特征 表示 。	1<2	unknown	enablement	purpose
卷积 神经 网络 ( convolutional neural networks , CNN ) 已经 被 证明 拥有 出色 的 特征 学习 能力 ,	但是 该 模型 无法 判别 输入 文本 中 特征 词 与 情感 的 相关 性 ,	1>2	unknown	contrast	contrast
情感 分类 任务 需要 捕获 文本 中 的 情感 特征 ,	但是 该 模型 无法 判别 输入 文本 中 特征 词 与 情感 的 相关 性 ,	1<2	unknown	elab-addition	elaboration
但是 该 模型 无法 判别 输入 文本 中 特征 词 与 情感 的 相关 性 ,	卷积 层 缺乏 对 单 一 词 特征 的 提取 。	1<2	unknown	elab-addition	elaboration
基 于 目前 运用 非常 成功 的 注意 力 模型 ,	该文 提出 一 种 基 于 词 注意力 的 卷积 神经 网络 模型 ( word attention-based convolutional neural networks , WACNN ) 。	1>2	unknown	bg-general	frame
该文 提出 一 种 基 于 词 注意力 的 卷积 神经 网络 模型 ( word attention-based convolutional neural networks , WACNN ) 。	相比 于 卷积 神经 网络 , 该 模型 以 篇章 的 文本 信息 作 为 输入 ,	1<2	unknown	elab-addition	elaboration
相比 于 卷积 神经 网络 , 该 模型 以 篇章 的 文本 信息 作 为 输入 ,	首先 在 词 嵌入 层 之后 增加 注意 力 机制 层 ,	1<2	unknown	elab-process_step	elaboration
首先 在 词 嵌入 层 之后 增加 注意 力 机制 层 ,	获取 重要 的 局部 特征 词 ,	1<2	unknown	enablement	purpose
获取 重要 的 局部 特征 词 ,	使 模型 有 选择 地 进行 特征 提取 ;	1<2	unknown	enablement	purpose
首先 在 词 嵌入 层 之后 增加 注意 力 机制 层 ,	然后 在 卷积 层 中 增加 大小 为 1 的 卷积 核 ,	1<2	unknown	joint	conjunction
然后 在 卷积 层 中 增加 大小 为 1 的 卷积 核 ,	提取 单 一 词 的 特征 ;	1<2	unknown	enablement	purpose
然后 在 卷积 层 中 增加 大小 为 1 的 卷积 核 ,	最后 该 方法 对 输入 文本 进行 适当 的 文本 填充 ,	1<2	unknown	joint	conjunction
最后 该 方法 对 输入 文本 进行 适当 的 文本 填充 ,	保证 每个 词 都 存在 上下文 信息 ,	1<2	unknown	enablement	purpose
保证 每个 词 都 存在 上下文 信息 ,	使 模型 有效 提取 到 每个 词 的 n-grams 局部 特征 ,	1<2	unknown	enablement	purpose
使 模型 有效 提取 到 每个 词 的 n-grams 局部 特征 ,	避免 卷积 处理 过程 中 局部 信息 的 丢失 。	1<2	unknown	enablement	purpose
该文 提出 一 种 基 于 词 注意力 的 卷积 神经 网络 模型 ( word attention-based convolutional neural networks , WACNN ) 。	该 模型 在 MR5K 和 CR 数据 集上 进行 验证 ,	1<2	unknown	evaluation	comment
该 模型 在 MR5K 和 CR 数据 集上 进行 验证 ,	较 普通 卷积 神经 网络 和 传统 机器 学习 方法 , 在 准确 率 上 分别 取得 0.5% 和 2% 的 提升 。	1<2	unknown	elab-addition	elaboration
实际 的 网络 化 数据 往往 包含 多 种 类型 的 对象 和 关系 ,	提出 了 一 个 新 的 社团 发现 算法 框架 HCD ( heterogeneou s community detection ) 。	1>2	unknown	bg-general	frame
实际 的 网络 化 数据 往往 包含 多 种 类型 的 对象 和 关系 ,	采用 异质 信息 网络 可以 更好 地 对 其 建模 ,	1<2	unknown	elab-addition	elaboration
采用 异质 信息 网络 可以 更好 地 对 其 建模 ,	因 此 异质 信息 网络 分析 逐渐 成 为 数据 挖掘 的 研究 热点 。	1<2	unknown	result	causal
虽然 同质 信息 网络 中 的 社团 发现 已经 被 深入 研究 ,	但是 异质 信息 网络 中 的 社团 发现 还 很少 被 研究 。	1>2	unknown	contrast	contrast
采用 异质 信息 网络 可以 更好 地 对 其 建模 ,	但是 异质 信息 网络 中 的 社团 发现 还 很少 被 研究 。	1<2	unknown	elab-addition	elaboration
该文 研究 异质 信息 网络 中 的 社团 发现 问题 ,	提出 了 一 个 新 的 社团 发现 算法 框架 HCD ( heterogeneou s community detection ) 。	1>2	unknown	bg-general	frame
提出 了 一 个 新 的 社团 发现 算法 框架 HCD ( heterogeneou s community detection ) 。	该 框架 由 两 部 分 组成 :	1<2	unknown	elab-addition	elaboration
该 框架 由 两 部 分 组成 :	基 于 单 条 元 路径 的 社团 发现 算法 HCD_sgl 和 融合 多 条 元 路径 的 社团 发现 算法 HCD_all 。	1<2	unknown	elab-enumember	elaboration
基 于 单 条 元 路径 的 社团 发现 算法 HCD_sgl 和 融合 多 条 元 路径 的 社团 发现 算法 HCD_all 。	HCD_sgl 首先 确定 在 给定 元 路径 下 所有 节点 的 初始 标签 ,	1<2	unknown	elab-addition	elaboration
HCD_sgl 首先 确定 在 给定 元 路径 下 所有 节点 的 初始 标签 ,	再 利用 改进 的 标签 传递 算法	1<2	unknown	progression	organization
再 利用 改进 的 标签 传递 算法	进行 最终 的 社团 发现 ;	1<2	unknown	enablement	purpose
HCD_sgl 首先 确定 在 给定 元 路径 下 所有 节点 的 初始 标签 ,	HCD_all 是 在 HCD_sgl 的 基础 上 将 基 于 多 条 元 路径 的 社团 发现 结果 进行 融合 。	1<2	unknown	joint	conjunction
提出 了 一 个 新 的 社团 发现 算法 框架 HCD ( heterogeneou s community detection ) 。	通过 在 真实 数据 集 和 人工 数据 集 上 的 实验 验证 了 HCD 算法 的 有效 性 。	1<2	unknown	evaluation	comment
随 着 认知 计算 的 飞速 发展 ,	通用 知识 图谱 的 自动 构 建取 得 了 极大 的 进步 ,	1>2	unknown	bg-general	frame
通用 知识 图谱 的 自动 构 建取 得 了 极大 的 进步 ,	该文 提出 两 个 假设 ,	1>2	unknown	bg-general	frame
通用 知识 图谱 的 自动 构 建取 得 了 极大 的 进步 ,	但 在 垂直 领域 由于 缺乏 本体 等 语义 信息 ,	1<2	unknown	contrast	contrast
但 在 垂直 领域 由于 缺乏 本体 等 语义 信息 ,	导致 进展 缓慢 。	1<2	unknown	result	causal
通用 知识 图谱 的 自动 构 建取 得 了 极大 的 进步 ,	叙 词 表 广泛 分布 于 各个 专业 领域	1<2	unknown	joint	conjunction
叙 词 表 广泛 分布 于 各个 专业 领域	且 蕴藏 着 丰富 的 语义 信息 ,	1<2	unknown	joint	conjunction
如 能 对 这些 语义 信息 进行 合理 的 提取 和 利用 ,	必然 能 在 一定 程度 上 帮助 领域 知识 图谱 的 自动 构建 。	1>2	unknown	condition	condition
且 蕴藏 着 丰富 的 语义 信息 ,	必然 能 在 一定 程度 上 帮助 领域 知识 图谱 的 自动 构建 。	1<2	unknown	elab-addition	elaboration
该文 提出 两 个 假设 ,	利用 假设 可以 从 叙词 表 内部 结构 中 提取 实体 类型 和 关系 类型 ,	1<2	unknown	elab-addition	elaboration
利用 假设 可以 从 叙词 表 内部 结构 中 提取 实体 类型 和 关系 类型 ,	进而 设计 了 一 种 基 于 叙词 表 的 领域 知识 图谱 初始 种子 集自 动生 成算 法 。	1<2	unknown	enablement	purpose
该文 提出 两 个 假设 ,	最后 , 以 地质 领域 和 林业 领域 的 叙词 表作 为 实验 对象 ,	1<2	unknown	evaluation	comment
最后 , 以 地质 领域 和 林业 领域 的 叙词 表作 为 实验 对象 ,	采用 Bootstrapping 算法 ,	1<2	unknown	elab-addition	elaboration
采用 Bootstrapping 算法 ,	利用 由 叙词 表 自 动 生成 的 初始 种子 集	1<2	unknown	joint	conjunction
采用 Bootstrapping 算法 ,	进行 抽取 工作 ,	1<2	unknown	enablement	purpose
进行 抽取 工作 ,	通过 对 抽取 到 的 结果 进行 分析 ,	1<2	unknown	elab-addition	elaboration
结果 表明	利用 叙词 表 得 到 的 初始 种子 集 可以 取得 同 人 工设计 种子 比较 接近 的 效果 。	1>2	unknown	attribution	attribution
通过 对 抽取 到 的 结果 进行 分析 ,	利用 叙词 表 得 到 的 初始 种子 集 可以 取得 同 人 工设计 种子 比较 接近 的 效果 。	1<2	unknown	elab-addition	elaboration
该文 提出 两 个 假设 ,	此外 , 所 提 模型 具有 通用 性 , 为 叙词 表 在 构建 领域 知识 图谱 中 的 应用 提供 了 一 种 新 的 思路 。	1<2	unknown	elab-addition	elaboration
目前 的 语境 向量 模型 在 对 语义 空间 建模 的 时候 , 没有 考虑 到 同 一 个 词 的 不同 词性 具有 不同 的 含义 ,	提出 了 一 种 加入 词性 特征 的 语境 向量 模型 ,	1>2	unknown	bg-goal	frame
目前 的 语境 向量 模型 在 对 语义 空间 建模 的 时候 , 没有 考虑 到 同 一 个 词 的 不同 词性 具有 不同 的 含义 ,	将 它们 看作 同 一 个 点 进行 建模 ,	1<2	unknown	elab-addition	elaboration
将 它们 看作 同 一 个 点 进行 建模 ,	导致 得到 的 语境 向量 质量 不高 ,	1<2	unknown	result	causal
